id,gameId,offense,offenseConference,defense,defenseConference,driveNumber,scoring,startPeriod,startYardline,startYardsToGoal,startTime,endPeriod,endYardline,endYardsToGoal,endTime,elapsed,plays,yards,driveResult,isHomeOffense,startOffenseScore,startDefenseScore,endOffenseScore,endDefenseScore,season
4014038833,401403883,South Florida,American Athletic,Florida,SEC,3,True,1,81,81,"{'minutes': 8, 'seconds': 7}",1,0,0,"{'minutes': 1, 'seconds': 21}","{'minutes': 6, 'seconds': 46}",12,81,TD,False,0,3,7,3,2022
4014038834,401403883,Florida,SEC,South Florida,American Athletic,4,True,1,25,75,"{'minutes': 1, 'seconds': 21}",2,100,0,"{'minutes': 14, 'seconds': 49}","{'minutes': 1, 'seconds': 32}",3,75,TD,True,3,7,10,7,2022
4014038835,401403883,South Florida,American Athletic,Florida,SEC,5,True,2,75,75,"{'minutes': 14, 'seconds': 49}",2,5,5,"{'minutes': 10, 'seconds': 45}","{'minutes': 4, 'seconds': 4}",9,70,FG,False,7,10,10,10,2022
4014038836,401403883,Florida,SEC,South Florida,American Athletic,6,True,2,12,88,"{'minutes': 10, 'seconds': 45}",2,100,0,"{'minutes': 4, 'seconds': 45}","{'minutes': 6, 'seconds': 0}",12,88,TD,True,10,10,17,10,2022
4014038837,401403883,South Florida,American Athletic,Florida,SEC,7,True,2,76,76,"{'minutes': 4, 'seconds': 39}",2,65,65,"{'minutes': 3, 'seconds': 10}","{'minutes': 1, 'seconds': 29}",3,11,INT TD,False,10,17,10,24,2022
4014038838,401403883,South Florida,American Athletic,Florida,SEC,8,True,2,75,75,"{'minutes': 3, 'seconds': 10}",2,32,32,"{'minutes': 0, 'seconds': 10}","{'minutes': 3, 'seconds': 0}",12,43,FG,False,10,24,13,24,2022
4014038839,401403883,Florida,SEC,South Florida,American Athletic,9,False,2,25,75,"{'minutes': 0, 'seconds': 10}",2,24,76,"{'minutes': 0, 'seconds': 0}","{'minutes': 0, 'seconds': 10}",1,-1,END OF HALF,True,24,13,24,13,2022
40140388310,401403883,Florida,SEC,South Florida,American Athletic,10,False,3,25,75,"{'minutes': 15, 'seconds': 0}",3,44,56,"{'minutes': 12, 'seconds': 1}","{'minutes': 2, 'seconds': 59}",6,19,INT,True,24,13,24,13,2022
40140388311,401403883,South Florida,American Athletic,Florida,SEC,11,True,3,18,18,"{'minutes': 12, 'seconds': 1}",3,0,0,"{'minutes': 10, 'seconds': 27}","{'minutes': 1, 'seconds': 34}",4,18,TD,False,13,24,21,24,2022
40140388312,401403883,Florida,SEC,South Florida,American Athletic,12,False,3,25,75,"{'minutes': 10, 'seconds': 27}",3,26,74,"{'minutes': 8, 'seconds': 35}","{'minutes': 1, 'seconds': 52}",3,1,PUNT,True,24,21,24,29,2022
40140388313,401403883,South Florida,American Athletic,Florida,SEC,13,False,3,58,58,"{'minutes': 8, 'seconds': 35}",3,45,45,"{'minutes': 4, 'seconds': 26}","{'minutes': 4, 'seconds': 9}",5,13,PUNT,False,21,24,21,24,2022
40140388314,401403883,Florida,SEC,South Florida,American Athletic,14,False,3,13,87,"{'minutes': 4, 'seconds': 26}",3,17,83,"{'minutes': 2, 'seconds': 35}","{'minutes': 1, 'seconds': 51}",3,4,PUNT,True,24,21,24,21,2022
40140388315,401403883,South Florida,American Athletic,Florida,SEC,15,True,3,51,51,"{'minutes': 2, 'seconds': 35}",4,0,0,"{'minutes': 11, 'seconds': 14}","{'minutes': 6, 'seconds': 21}",11,51,TD,False,21,24,28,24,2022
40140388316,401403883,Florida,SEC,South Florida,American Athletic,16,False,4,25,75,"{'minutes': 11, 'seconds': 14}",4,95,5,"{'minutes': 7, 'seconds': 50}","{'minutes': 3, 'seconds': 24}",7,70,INT,True,24,28,24,28,2022
40140388317,401403883,South Florida,American Athletic,Florida,SEC,17,False,4,80,80,"{'minutes': 7, 'seconds': 50}",4,81,81,"{'minutes': 6, 'seconds': 51}","{'minutes': 0, 'seconds': 59}",3,-1,INT,False,28,24,28,24,2022
40140388318,401403883,Florida,SEC,South Florida,American Athletic,18,True,4,72,28,"{'minutes': 6, 'seconds': 51}",4,100,0,"{'minutes': 5, 'seconds': 5}","{'minutes': 1, 'seconds': 46}",4,28,TD,True,24,28,31,28,2022
40140388319,401403883,South Florida,American Athletic,Florida,SEC,19,False,4,70,70,"{'minutes': 5, 'seconds': 0}",4,31,31,"{'minutes': 0, 'seconds': 23}","{'minutes': 4, 'seconds': 37}",12,39,MISSED FG,False,28,31,28,31,2022
40140388320,401403883,Florida,SEC,South Florida,American Athletic,20,False,4,31,69,"{'minutes': 0, 'seconds': 23}",4,29,71,"{'minutes': 0, 'seconds': 0}","{'minutes': 0, 'seconds': 23}",2,-2,END OF GAME,True,31,28,31,28,2022
4014039011,401403901,Florida,SEC,Tennessee,SEC,1,False,1,84,84,"{'minutes': 15, 'seconds': 0}",1,20,20,"{'minutes': 9, 'seconds': 49}","{'minutes': 5, 'seconds': 11}",12,63,DOWNS,False,0,0,0,0,2022
4014039012,401403901,Tennessee,SEC,Florida,SEC,2,False,1,21,79,"{'minutes': 9, 'seconds': 49}",1,75,25,"{'minutes': 7, 'seconds': 56}","{'minutes': 1, 'seconds': 53}",7,67,FUMBLE,True,0,0,0,0,2022
4014039013,401403901,Florida,SEC,Tennessee,SEC,3,False,1,88,88,"{'minutes': 7, 'seconds': 56}",1,34,34,"{'minutes': 4, 'seconds': 35}","{'minutes': 3, 'seconds': 21}",9,54,MISSED FG,False,0,0,0,0,2022
4014039014,401403901,Tennessee,SEC,Florida,SEC,4,True,1,34,66,"{'minutes': 4, 'seconds': 35}",1,85,15,"{'minutes': 1, 'seconds': 11}","{'minutes': 3, 'seconds': 24}",10,51,FG,True,0,0,3,0,2022
4014039015,401403901,Florida,SEC,Tennessee,SEC,5,True,1,75,75,"{'minutes': 1, 'seconds': 11}",2,0,0,"{'minutes': 12, 'seconds': 41}","{'minutes': 3, 'seconds': 30}",8,75,TD,False,0,3,7,3,2022
4014039016,401403901,Tennessee,SEC,Florida,SEC,6,True,2,25,75,"{'minutes': 12, 'seconds': 41}",2,100,0,"{'minutes': 11, 'seconds': 59}","{'minutes': 0, 'seconds': 42}",3,75,TD,True,3,7,10,7,2022
4014039017,401403901,Florida,SEC,Tennessee,SEC,7,True,2,75,75,"{'minutes': 11, 'seconds': 59}",2,0,0,"{'minutes': 8, 'seconds': 28}","{'minutes': 3, 'seconds': 31}",8,75,TD,False,7,10,14,10,2022
4014039018,401403901,Tennessee,SEC,Florida,SEC,8,False,2,7,93,"{'minutes': 8, 'seconds': 28}",2,67,33,"{'minutes': 5, 'seconds': 13}","{'minutes': 3, 'seconds': 15}",8,37,FUMBLE,True,10,14,10,14,2022
4014039019,401403901,Florida,SEC,Tennessee,SEC,9,False,2,62,62,"{'minutes': 5, 'seconds': 13}",2,50,50,"{'minutes': 2, 'seconds': 50}","{'minutes': 2, 'seconds': 23}",6,12,PUNT,False,14,10,14,10,2022
40140390110,401403901,Tennessee,SEC,Florida,SEC,10,True,2,1,99,"{'minutes': 2, 'seconds': 50}",2,100,0,"{'minutes': 0, 'seconds': 7}","{'minutes': 2, 'seconds': 43}",12,99,TD,True,10,14,17,14,2022
40140390111,401403901,Florida,SEC,Tennessee,SEC,11,False,2,70,70,"{'minutes': 0, 'seconds': 7}",2,70,70,"{'minutes': 0, 'seconds': 0}","{'minutes': 0, 'seconds': 7}",0,0,Uncategorized,False,14,17,14,17,2022
40140390112,401403901,Tennessee,SEC,Florida,SEC,12,True,3,27,73,"{'minutes': 15, 'seconds': 0}",3,100,0,"{'minutes': 12, 'seconds': 8}","{'minutes': 2, 'seconds': 52}",10,73,TD,True,17,14,24,14,2022
40140390113,401403901,Florida,SEC,Tennessee,SEC,13,True,3,75,75,"{'minutes': 12, 'seconds': 8}",3,0,0,"{'minutes': 5, 'seconds': 47}","{'minutes': 6, 'seconds': 21}",12,75,TD,False,14,24,21,24,2022
40140390114,401403901,Tennessee,SEC,Florida,SEC,14,True,3,38,62,"{'minutes': 5, 'seconds': 47}",3,100,0,"{'minutes': 3, 'seconds': 58}","{'minutes': 1, 'seconds': 49}",5,62,TD,True,24,21,31,28,2022
40140390115,401403901,Florida,SEC,Tennessee,SEC,15,False,3,96,96,"{'minutes': 3, 'seconds': 58}",4,13,13,"{'minutes': 12, 'seconds': 34}","{'minutes': 6, 'seconds': 24}",13,83,FUMBLE,False,21,31,21,31,2022
40140390116,401403901,Tennessee,SEC,Florida,SEC,16,True,4,13,87,"{'minutes': 12, 'seconds': 34}",4,100,0,"{'minutes': 7, 'seconds': 55}","{'minutes': 4, 'seconds': 39}",10,87,TD,True,31,21,38,21,2022
40140390117,401403901,Florida,SEC,Tennessee,SEC,17,True,4,75,75,"{'minutes': 7, 'seconds': 55}",4,0,0,"{'minutes': 4, 'seconds': 49}","{'minutes': 3, 'seconds': 6}",10,75,TD,False,21,38,27,38,2022
40140390118,401403901,Tennessee,SEC,Florida,SEC,18,False,4,49,51,"{'minutes': 4, 'seconds': 49}",4,70,30,"{'minutes': 1, 'seconds': 11}","{'minutes': 3, 'seconds': 38}",6,22,DOWNS,True,38,27,38,27,2022
40140390119,401403901,Florida,SEC,Tennessee,SEC,19,True,4,71,71,"{'minutes': 1, 'seconds': 11}",4,0,0,"{'minutes': 0, 'seconds': 17}","{'minutes': 0, 'seconds': 54}",7,71,TD,False,27,38,33,38,2022
40140390120,401403901,Florida,SEC,Tennessee,SEC,20,False,4,53,53,"{'minutes': 0, 'seconds': 17}",4,39,39,"{'minutes': 0, 'seconds': 0}","{'minutes': 0, 'seconds': 17}",3,14,INT,False,33,38,33,38,2022
4014039041,401403904,Eastern Washington,Big Sky,Florida,SEC,1,True,1,75,75,"{'minutes': 15, 'seconds': 0}",1,26,26,"{'minutes': 8, 'seconds': 4}","{'minutes': 6, 'seconds': 56}",13,49,FG,False,0,0,3,0,2022
4014039042,401403904,Florida,SEC,Eastern Washington,Big Sky,2,True,1,25,75,"{'minutes': 8, 'seconds': 4}",1,100,0,"{'minutes': 7, 'seconds': 53}","{'minutes': 0, 'seconds': 11}",1,75,TD,True,0,3,7,3,2022
4014039043,401403904,Eastern Washington,Big Sky,Florida,SEC,3,False,1,75,75,"{'minutes': 7, 'seconds': 53}",1,18,18,"{'minutes': 3, 'seconds': 7}","{'minutes': 4, 'seconds': 46}",11,57,DOWNS,False,3,7,3,7,2022
4014039044,401403904,Florida,SEC,Eastern Washington,Big Sky,4,True,1,18,82,"{'minutes': 3, 'seconds': 7}",1,100,0,"{'minutes': 1, 'seconds': 13}","{'minutes': 1, 'seconds': 54}",4,82,TD,True,7,3,14,3,2022
4014039045,401403904,Eastern Washington,Big Sky,Florida,SEC,5,False,1,70,70,"{'minutes': 1, 'seconds': 4}",2,57,57,"{'minutes': 13, 'seconds': 44}","{'minutes': 2, 'seconds': 20}",5,13,PUNT,False,3,14,3,14,2022
4014039046,401403904,Florida,SEC,Eastern Washington,Big Sky,6,True,2,11,89,"{'minutes': 13, 'seconds': 44}",2,100,0,"{'minutes': 9, 'seconds': 22}","{'minutes': 4, 'seconds': 22}",10,89,TD,True,14,3,21,3,2022
4014039047,401403904,Eastern Washington,Big Sky,Florida,SEC,7,False,2,80,80,"{'minutes': 9, 'seconds': 15}",2,52,52,"{'minutes': 6, 'seconds': 4}","{'minutes': 3, 'seconds': 11}",7,28,PUNT,False,3,21,3,21,2022
4014039048,401403904,Florida,SEC,Eastern Washington,Big Sky,8,True,2,24,76,"{'minutes': 6, 'seconds': 4}",2,100,0,"{'minutes': 5, 'seconds': 48}","{'minutes': 0, 'seconds': 16}",1,76,TD,True,28,3,28,3,2022
4014039049,401403904,Eastern Washington,Big Sky,Florida,SEC,9,False,2,75,75,"{'minutes': 5, 'seconds': 48}",2,60,60,"{'minutes': 4, 'seconds': 49}","{'minutes': 0, 'seconds': 59}",3,15,FUMBLE,False,3,28,3,28,2022
40140390410,401403904,Florida,SEC,Eastern Washington,Big Sky,10,True,2,60,40,"{'minutes': 4, 'seconds': 49}",2,100,0,"{'minutes': 3, 'seconds': 2}","{'minutes': 1, 'seconds': 47}",4,40,TD,True,28,3,35,3,2022
40140390411,401403904,Eastern Washington,Big Sky,Florida,SEC,11,False,2,75,75,"{'minutes': 3, 'seconds': 2}",2,23,23,"{'minutes': 0, 'seconds': 9}","{'minutes': 2, 'seconds': 53}",10,52,DOWNS,False,3,35,3,35,2022
40140390412,401403904,Florida,SEC,Eastern Washington,Big Sky,12,False,2,23,77,"{'minutes': 0, 'seconds': 9}",2,21,79,"{'minutes': 0, 'seconds': 0}","{'minutes': 0, 'seconds': 9}",1,-2,END OF HALF,True,35,3,35,3,2022
40140390413,401403904,Florida,SEC,Eastern Washington,Big Sky,13,False,3,25,75,"{'minutes': 15, 'seconds': 0}",3,25,75,"{'minutes': 14, 'seconds': 52}","{'minutes': 0, 'seconds': 8}",1,0,INT,True,35,3,35,3,2022
40140390414,401403904,Eastern Washington,Big Sky,Florida,SEC,14,False,3,74,74,"{'minutes': 14, 'seconds': 52}",3,48,48,"{'minutes': 11, 'seconds': 34}","{'minutes': 3, 'seconds': 18}",8,26,PUNT,False,3,35,3,35,2022
40140390415,401403904,Florida,SEC,Eastern Washington,Big Sky,15,True,3,8,92,"{'minutes': 11, 'seconds': 34}",3,81,19,"{'minutes': 7, 'seconds': 47}","{'minutes': 3, 'seconds': 47}",7,73,FG,True,35,3,38,3,2022
40140390416,401403904,Eastern Washington,Big Sky,Florida,SEC,16,False,3,75,75,"{'minutes': 7, 'seconds': 47}",3,75,75,"{'minutes': 5, 'seconds': 16}","{'minutes': 2, 'seconds': 31}",4,0,PUNT,False,3,38,3,38,2022
40140390417,401403904,Florida,SEC,Eastern Washington,Big Sky,17,True,3,29,71,"{'minutes': 5, 'seconds': 16}",3,100,0,"{'minutes': 4, 'seconds': 25}","{'minutes': 0, 'seconds': 51}",2,71,TD,True,38,3,45,3,2022
40140390418,401403904,Eastern Washington,Big Sky,Florida,SEC,18,False,3,75,75,"{'minutes': 4, 'seconds': 25}",3,79,79,"{'minutes': 2, 'seconds': 52}","{'minutes': 1, 'seconds': 33}",3,-4,PUNT,False,3,45,3,45,2022
40140390419,401403904,Florida,SEC,Eastern Washington,Big Sky,19,False,3,50,50,"{'minutes': 2, 'seconds': 52}",3,59,41,"{'minutes': 1, 'seconds': 54}","{'minutes': 0, 'seconds': 58}",4,9,DOWNS,True,45,3,45,3,2022
40140390420,401403904,Eastern Washington,Big Sky,Florida,SEC,20,False,3,59,59,"{'minutes': 1, 'seconds': 54}",3,50,50,"{'minutes': 0, 'seconds': 37}","{'minutes': 1, 'seconds': 17}",4,9,DOWNS,False,3,45,3,45,2022
40140390421,401403904,Florida,SEC,Eastern Washington,Big Sky,21,True,3,50,50,"{'minutes': 0, 'seconds': 37}",4,100,0,"{'minutes': 11, 'seconds': 53}","{'minutes': 3, 'seconds': 44}",6,50,TD,True,45,3,52,3,2022
40140390422,401403904,Eastern Washington,Big Sky,Florida,SEC,22,True,4,75,75,"{'minutes': 11, 'seconds': 53}",4,0,0,"{'minutes': 8, 'seconds': 35}","{'minutes': 3, 'seconds': 18}",9,75,TD,False,3,52,10,52,2022
40140390423,401403904,Florida,SEC,Eastern Washington,Big Sky,23,False,4,25,75,"{'minutes': 8, 'seconds': 35}",4,71,29,"{'minutes': 6, 'seconds': 27}","{'minutes': 2, 'seconds': 8}",6,46,MISSED FG,True,52,10,52,10,2022
40140390424,401403904,Eastern Washington,Big Sky,Florida,SEC,24,True,4,71,71,"{'minutes': 6, 'seconds': 27}",4,0,0,"{'minutes': 3, 'seconds': 17}","{'minutes': 3, 'seconds': 10}",9,71,TD,False,10,52,17,52,2022
40140390425,401403904,Florida,SEC,Eastern Washington,Big Sky,25,False,4,24,76,"{'minutes': 3, 'seconds': 12}",4,81,19,"{'minutes': 0, 'seconds': 0}","{'minutes': 3, 'seconds': 12}",5,57,END OF GAME,True,52,17,52,17,2022
4014039101,401403910,Missouri,SEC,Florida,SEC,1,False,1,75,75,"{'minutes': 15, 'seconds': 0}",1,45,45,"{'minutes': 9, 'seconds': 50}","{'minutes': 5, 'seconds': 10}",8,30,PUNT,False,0,0,0,0,2022
4014039102,401403910,Florida,SEC,Missouri,SEC,2,False,1,20,80,"{'minutes': 9, 'seconds': 50}",1,48,52,"{'minutes': 7, 'seconds': 48}","{'minutes': 2, 'seconds': 2}",4,28,PUNT,True,0,0,0,0,2022
4014039103,401403910,Missouri,SEC,Florida,SEC,3,False,1,90,90,"{'minutes': 7, 'seconds': 48}",1,68,68,"{'minutes': 4, 'seconds': 33}","{'minutes': 3, 'seconds': 15}",4,22,PUNT,False,0,0,0,0,2022
4014039104,401403910,Florida,SEC,Missouri,SEC,4,True,1,76,24,"{'minutes': 4, 'seconds': 33}",1,80,20,"{'minutes': 2, 'seconds': 58}","{'minutes': 1, 'seconds': 35}",4,4,FG,True,0,0,3,0,2022
4014039105,401403910,Missouri,SEC,Florida,SEC,5,True,1,79,79,"{'minutes': 2, 'seconds': 52}",1,56,56,"{'minutes': 1, 'seconds': 1}","{'minutes': 1, 'seconds': 51}",5,23,INT TD,False,0,3,0,10,2022
4014039106,401403910,Missouri,SEC,Florida,SEC,6,False,1,75,75,"{'minutes': 1, 'seconds': 1}",2,57,57,"{'minutes': 13, 'seconds': 47}","{'minutes': 2, 'seconds': 14}",4,18,PUNT,False,0,10,0,10,2022
4014039107,401403910,Florida,SEC,Missouri,SEC,7,False,2,35,65,"{'minutes': 13, 'seconds': 47}",2,67,33,"{'minutes': 9, 'seconds': 31}","{'minutes': 4, 'seconds': 16}",8,32,MISSED FG,True,10,0,10,0,2022
4014039108,401403910,Missouri,SEC,Florida,SEC,8,True,2,67,67,"{'minutes': 9, 'seconds': 31}",2,0,0,"{'minutes': 3, 'seconds': 55}","{'minutes': 5, 'seconds': 36}",11,67,TD,False,0,10,7,10,2022
4014039109,401403910,Florida,SEC,Missouri,SEC,9,False,2,25,75,"{'minutes': 3, 'seconds': 55}",2,32,68,"{'minutes': 2, 'seconds': 57}","{'minutes': 0, 'seconds': 58}",3,7,FUMBLE,True,10,7,10,7,2022
40140391010,401403910,Missouri,SEC,Florida,SEC,10,True,2,32,32,"{'minutes': 2, 'seconds': 57}",2,11,11,"{'minutes': 0, 'seconds': 20}","{'minutes': 2, 'seconds': 37}",9,21,FG,False,7,10,10,10,2022
40140391011,401403910,Florida,SEC,Missouri,SEC,11,False,2,25,75,"{'minutes': 0, 'seconds': 20}",2,24,76,"{'minutes': 0, 'seconds': 0}","{'minutes': 0, 'seconds': 20}",1,-1,END OF HALF,True,10,10,10,10,2022
40140391012,401403910,Florida,SEC,Missouri,SEC,12,False,3,25,75,"{'minutes': 15, 'seconds': 0}",3,70,30,"{'minutes': 12, 'seconds': 5}","{'minutes': 2, 'seconds': 55}",6,45,MISSED FG,True,10,10,10,10,2022
40140391013,401403910,Missouri,SEC,Florida,SEC,13,False,3,70,70,"{'minutes': 12, 'seconds': 5}",3,55,55,"{'minutes': 9, 'seconds': 30}","{'minutes': 2, 'seconds': 35}",4,15,PUNT,False,10,10,10,10,2022
40140391014,401403910,Florida,SEC,Missouri,SEC,14,True,3,18,82,"{'minutes': 9, 'seconds': 30}",3,100,0,"{'minutes': 6, 'seconds': 55}","{'minutes': 2, 'seconds': 35}",6,82,TD,True,10,10,17,10,2022
40140391015,401403910,Missouri,SEC,Florida,SEC,15,False,3,75,75,"{'minutes': 6, 'seconds': 55}",3,16,16,"{'minutes': 1, 'seconds': 2}","{'minutes': 5, 'seconds': 53}",12,59,INT,False,10,17,10,17,2022
40140391016,401403910,Florida,SEC,Missouri,SEC,16,True,3,9,91,"{'minutes': 1, 'seconds': 2}",4,100,0,"{'minutes': 11, 'seconds': 10}","{'minutes': 4, 'seconds': 52}",9,91,TD,True,17,10,24,10,2022
40140391017,401403910,Missouri,SEC,Florida,SEC,17,True,4,75,75,"{'minutes': 11, 'seconds': 10}",4,0,0,"{'minutes': 5, 'seconds': 58}","{'minutes': 5, 'seconds': 12}",9,75,TD,False,10,24,17,24,2022
40140391018,401403910,Florida,SEC,Missouri,SEC,18,False,4,25,75,"{'minutes': 5, 'seconds': 58}",4,53,47,"{'minutes': 2, 'seconds': 57}","{'minutes': 3, 'seconds': 1}",5,28,INT,True,24,17,24,17,2022
40140391019,401403910,Missouri,SEC,Florida,SEC,19,False,4,68,68,"{'minutes': 2, 'seconds': 57}",4,48,48,"{'minutes': 1, 'seconds': 17}","{'minutes': 1, 'seconds': 40}",7,20,DOWNS,False,17,24,17,24,2022
40140391020,401403910,Florida,SEC,Missouri,SEC,20,False,4,48,52,"{'minutes': 1, 'seconds': 17}",4,44,56,"{'minutes': 0, 'seconds': 0}","{'minutes': 1, 'seconds': 17}",3,-4,END OF GAME,True,24,17,24,17,2022
4014039171,401403917,Florida,SEC,LSU,SEC,1,True,1,48,52,"{'minutes': 15, 'seconds': 0}",1,100,0,"{'minutes': 14, 'seconds': 1}","{'minutes': 0, 'seconds': 59}",2,52,TD,True,0,0,7,0,2022
4014039172,401403917,LSU,SEC,Florida,SEC,2,True,1,75,75,"{'minutes': 14, 'seconds': 1}",1,0,0,"{'minutes': 7, 'seconds': 46}","{'minutes': 6, 'seconds': 15}",12,75,TD,False,0,7,7,7,2022
4014039173,401403917,Florida,SEC,LSU,SEC,3,True,1,25,75,"{'minutes': 7, 'seconds': 46}",1,100,0,"{'minutes': 2, 'seconds': 0}","{'minutes': 5, 'seconds': 46}",10,75,TD,True,7,7,14,7,2022
4014039174,401403917,LSU,SEC,Florida,SEC,4,True,1,73,73,"{'minutes': 2, 'seconds': 0}",2,0,0,"{'minutes': 11, 'seconds': 55}","{'minutes': 5, 'seconds': 5}",12,73,TD,False,7,14,14,14,2022
4014039175,401403917,Florida,SEC,LSU,SEC,5,False,2,25,75,"{'minutes': 11, 'seconds': 55}",2,29,71,"{'minutes': 9, 'seconds': 37}","{'minutes': 2, 'seconds': 18}",3,4,FUMBLE,True,14,14,14,14,2022
4014039176,401403917,Florida,SEC,LSU,SEC,6,True,2,87,13,"{'minutes': 9, 'seconds': 37}",2,100,0,"{'minutes': 8, 'seconds': 13}","{'minutes': 1, 'seconds': 24}",5,13,TD,True,14,14,21,14,2022
4014039177,401403917,LSU,SEC,Florida,SEC,7,True,2,75,75,"{'minutes': 8, 'seconds': 13}",2,0,0,"{'minutes': 5, 'seconds': 55}","{'minutes': 2, 'seconds': 18}",7,75,TD,False,14,21,21,21,2022
4014039178,401403917,Florida,SEC,LSU,SEC,8,False,2,25,75,"{'minutes': 5, 'seconds': 55}",2,23,77,"{'minutes': 4, 'seconds': 19}","{'minutes': 1, 'seconds': 36}",3,-2,PUNT,True,21,21,21,21,2022
4014039179,401403917,LSU,SEC,Florida,SEC,9,True,2,83,83,"{'minutes': 4, 'seconds': 19}",2,0,0,"{'minutes': 2, 'seconds': 24}","{'minutes': 1, 'seconds': 55}",5,83,TD,False,21,21,28,21,2022
40140391710,401403917,Florida,SEC,LSU,SEC,10,False,2,27,73,"{'minutes': 2, 'seconds': 24}",2,56,44,"{'minutes': 0, 'seconds': 0}","{'minutes': 2, 'seconds': 24}",5,29,DOWNS,True,21,28,21,28,2022
40140391712,401403917,LSU,SEC,Florida,SEC,11,True,3,75,75,"{'minutes': 15, 'seconds': 0}",3,0,0,"{'minutes': 13, 'seconds': 17}","{'minutes': 1, 'seconds': 43}",4,75,TD,False,28,21,35,21,2022
40140391713,401403917,Florida,SEC,LSU,SEC,12,False,3,25,75,"{'minutes': 13, 'seconds': 17}",3,88,12,"{'minutes': 6, 'seconds': 58}","{'minutes': 6, 'seconds': 19}",11,63,DOWNS,True,21,35,21,35,2022
40140391714,401403917,LSU,SEC,Florida,SEC,13,True,3,88,88,"{'minutes': 6, 'seconds': 58}",3,0,0,"{'minutes': 1, 'seconds': 7}","{'minutes': 5, 'seconds': 51}",13,88,TD,False,35,21,42,21,2022
40140391715,401403917,Florida,SEC,LSU,SEC,14,True,3,25,75,"{'minutes': 1, 'seconds': 7}",4,100,0,"{'minutes': 14, 'seconds': 46}","{'minutes': 1, 'seconds': 21}",2,75,TD,True,21,42,28,42,2022
40140391716,401403917,LSU,SEC,Florida,SEC,15,False,4,94,94,"{'minutes': 14, 'seconds': 46}",4,60,60,"{'minutes': 12, 'seconds': 57}","{'minutes': 1, 'seconds': 49}",4,15,PUNT,False,42,28,42,28,2022
40140391717,401403917,Florida,SEC,LSU,SEC,16,True,4,20,80,"{'minutes': 12, 'seconds': 57}",4,100,0,"{'minutes': 7, 'seconds': 39}","{'minutes': 5, 'seconds': 18}",11,80,TD,True,28,42,35,42,2022
40140391718,401403917,LSU,SEC,Florida,SEC,17,True,4,98,98,"{'minutes': 7, 'seconds': 39}",4,29,29,"{'minutes': 1, 'seconds': 52}","{'minutes': 5, 'seconds': 47}",12,46,FG,False,42,35,45,35,2022
40140391719,401403917,Florida,SEC,LSU,SEC,18,False,4,26,74,"{'minutes': 1, 'seconds': 52}",4,27,73,"{'minutes': 1, 'seconds': 4}","{'minutes': 0, 'seconds': 48}",7,1,DOWNS,True,35,45,35,45,2022
40140391720,401403917,LSU,SEC,Florida,SEC,19,False,4,27,27,"{'minutes': 1, 'seconds': 4}",4,25,25,"{'minutes': 0, 'seconds': 0}","{'minutes': 0, 'seconds': 42}",2,-2,Uncategorized,False,45,35,45,35,2022
4014039281,401403928,Georgia,SEC,Florida,SEC,1,False,1,25,75,"{'minutes': 15, 'seconds': 0}",1,48,52,"{'minutes': 11, 'seconds': 44}","{'minutes': 3, 'seconds': 16}",6,23,PUNT,True,0,0,0,0,2022
4014039282,401403928,Florida,SEC,Georgia,SEC,2,False,1,84,84,"{'minutes': 11, 'seconds': 44}",1,80,80,"{'minutes': 10, 'seconds': 21}","{'minutes': 1, 'seconds': 23}",3,4,PUNT,False,0,0,0,0,2022
4014039283,401403928,Georgia,SEC,Florida,SEC,3,True,1,34,66,"{'minutes': 10, 'seconds': 21}",1,100,0,"{'minutes': 7, 'seconds': 15}","{'minutes': 3, 'seconds': 6}",8,66,TD,True,0,0,7,0,2022
4014039284,401403928,Florida,SEC,Georgia,SEC,4,False,1,64,64,"{'minutes': 7, 'seconds': 15}",1,58,58,"{'minutes': 4, 'seconds': 58}","{'minutes': 2, 'seconds': 17}",3,6,PUNT,False,0,7,0,7,2022
4014039285,401403928,Georgia,SEC,Florida,SEC,5,True,1,20,80,"{'minutes': 4, 'seconds': 58}",1,100,0,"{'minutes': 1, 'seconds': 30}","{'minutes': 3, 'seconds': 28}",8,80,TD,True,7,0,14,0,2022
4014039286,401403928,Florida,SEC,Georgia,SEC,6,False,1,75,75,"{'minutes': 1, 'seconds': 30}",1,74,74,"{'minutes': 0, 'seconds': 2}","{'minutes': 1, 'seconds': 28}",3,1,PUNT,False,0,14,0,14,2022
4014039287,401403928,Georgia,SEC,Florida,SEC,7,False,1,30,70,"{'minutes': 0, 'seconds': 2}",2,32,68,"{'minutes': 14, 'seconds': 53}","{'minutes': 0, 'seconds': 9}",2,2,INT,True,14,0,14,0,2022
4014039288,401403928,Florida,SEC,Georgia,SEC,8,False,2,59,59,"{'minutes': 14, 'seconds': 53}",2,61,61,"{'minutes': 13, 'seconds': 26}","{'minutes': 1, 'seconds': 27}",3,-2,PUNT,False,0,14,0,14,2022
4014039289,401403928,Georgia,SEC,Florida,SEC,9,True,2,17,83,"{'minutes': 13, 'seconds': 26}",2,100,0,"{'minutes': 12, 'seconds': 36}","{'minutes': 0, 'seconds': 50}",3,83,TD,True,14,0,21,0,2022
