id,gameId,offense,offenseConference,defense,defenseConference,driveNumber,scoring,startPeriod,startYardline,startYardsToGoal,startTime,endPeriod,endYardline,endYardsToGoal,endTime,elapsed,plays,yards,driveResult,isHomeOffense,startOffenseScore,startDefenseScore,endOffenseScore,endDefenseScore,season
40140387114,401403871,Kentucky,SEC,Florida,SEC,14,True,2,6,6,"{'minutes': 2, 'seconds': 47}",2,0,0,"{'minutes': 1, 'seconds': 25}","{'minutes': 1, 'seconds': 22}",3,6,TD,False,7,16,13,16,2022
40140387115,401403871,Florida,SEC,Kentucky,SEC,15,False,2,21,79,"{'minutes': 1, 'seconds': 25}",2,24,76,"{'minutes': 0, 'seconds': 0}","{'minutes': 1, 'seconds': 25}",2,3,END OF HALF,True,16,13,16,13,2022
40140387116,401403871,Kentucky,SEC,Florida,SEC,16,False,3,75,75,"{'minutes': 15, 'seconds': 0}",3,74,74,"{'minutes': 13, 'seconds': 35}","{'minutes': 1, 'seconds': 25}",3,1,PUNT,False,13,16,13,16,2022
40140387117,401403871,Florida,SEC,Kentucky,SEC,17,False,3,28,72,"{'minutes': 13, 'seconds': 35}",3,21,79,"{'minutes': 12, 'seconds': 18}","{'minutes': 1, 'seconds': 17}",3,-7,PUNT,True,16,13,16,13,2022
40140387118,401403871,Kentucky,SEC,Florida,SEC,18,True,3,75,75,"{'minutes': 12, 'seconds': 18}",3,6,6,"{'minutes': 6, 'seconds': 35}","{'minutes': 5, 'seconds': 43}",11,69,FG,False,13,16,16,16,2022
40140387119,401403871,Florida,SEC,Kentucky,SEC,19,True,3,25,75,"{'minutes': 6, 'seconds': 35}",3,61,39,"{'minutes': 3, 'seconds': 25}","{'minutes': 3, 'seconds': 10}",7,36,INT TD,True,16,16,16,23,2022
40140387120,401403871,Florida,SEC,Kentucky,SEC,20,False,3,25,75,"{'minutes': 3, 'seconds': 25}",3,42,58,"{'minutes': 1, 'seconds': 27}","{'minutes': 1, 'seconds': 58}",4,17,PUNT,True,16,23,16,23,2022
40140387121,401403871,Kentucky,SEC,Florida,SEC,21,False,3,85,85,"{'minutes': 1, 'seconds': 27}",4,42,42,"{'minutes': 11, 'seconds': 5}","{'minutes': 5, 'seconds': 22}",8,43,PUNT,False,23,16,23,16,2022
40140387122,401403871,Florida,SEC,Kentucky,SEC,22,False,4,20,80,"{'minutes': 11, 'seconds': 5}",4,40,60,"{'minutes': 8, 'seconds': 36}","{'minutes': 2, 'seconds': 29}",6,20,DOWNS,True,16,23,16,23,2022
40140387123,401403871,Kentucky,SEC,Florida,SEC,23,False,4,40,40,"{'minutes': 8, 'seconds': 36}",4,20,20,"{'minutes': 6, 'seconds': 13}","{'minutes': 2, 'seconds': 23}",5,20,MISSED FG,False,23,16,23,16,2022
40140387124,401403871,Florida,SEC,Kentucky,SEC,24,False,4,20,80,"{'minutes': 6, 'seconds': 13}",4,24,76,"{'minutes': 4, 'seconds': 2}","{'minutes': 2, 'seconds': 11}",4,4,DOWNS,True,16,23,16,23,2022
40140387125,401403871,Kentucky,SEC,Florida,SEC,25,True,4,24,24,"{'minutes': 4, 'seconds': 2}",4,8,8,"{'minutes': 1, 'seconds': 24}","{'minutes': 2, 'seconds': 38}",7,16,FG,False,23,16,26,16,2022
40140387126,401403871,Florida,SEC,Kentucky,SEC,26,False,4,25,75,"{'minutes': 1, 'seconds': 24}",4,46,54,"{'minutes': 0, 'seconds': 0}","{'minutes': 1, 'seconds': 24}",7,21,END OF GAME,True,16,26,16,26,2022
4014038831,401403883,South Florida,American Athletic,Florida,SEC,1,False,1,78,78,"{'minutes': 14, 'seconds': 55}",1,41,41,"{'minutes': 11, 'seconds': 56}","{'minutes': 2, 'seconds': 59}",6,37,FUMBLE,False,0,0,0,0,2022
4014038832,401403883,Florida,SEC,South Florida,American Athletic,2,True,1,41,59,"{'minutes': 11, 'seconds': 56}",1,86,14,"{'minutes': 8, 'seconds': 12}","{'minutes': 3, 'seconds': 44}",8,45,FG,True,0,0,3,0,2022
