season,team,conference,statName,statValue
2022,Ole Miss,SEC,netPassingYardsOpponent,2858
2022,Ole Miss,SEC,passAttempts,386
2022,Ole Miss,SEC,passAttemptsOpponent,432
2022,Ole Miss,SEC,passCompletions,239
2022,Ole Miss,SEC,passCompletionsOpponent,274
2022,Ole Miss,SEC,passesIntercepted,8
2022,Ole Miss,SEC,passesInterceptedOpponent,11
2022,Ole Miss,SEC,passingTDs,22
2022,Ole Miss,SEC,passingTDsOpponent,22
2022,Ole Miss,SEC,penalties,88
2022,Ole Miss,SEC,penaltiesOpponent,77
2022,Ole Miss,SEC,penaltyYards,821
2022,Ole Miss,SEC,penaltyYardsOpponent,612
2022,Ole Miss,SEC,possessionTime,20590
2022,Ole Miss,SEC,possessionTimeOpponent,26164
2022,Ole Miss,SEC,puntReturns,17
2022,Ole Miss,SEC,puntReturnsOpponent,11
2022,Ole Miss,SEC,puntReturnTDs,0
2022,Ole Miss,SEC,puntReturnTDsOpponent,0
2022,Ole Miss,SEC,puntReturnYards,111
2022,Ole Miss,SEC,puntReturnYardsOpponent,71
2022,Ole Miss,SEC,rushingAttempts,614
2022,Ole Miss,SEC,rushingAttemptsOpponent,515
2022,Ole Miss,SEC,rushingTDs,33
2022,Ole Miss,SEC,rushingTDsOpponent,18
2022,Ole Miss,SEC,rushingYards,3335
2022,Ole Miss,SEC,rushingYardsOpponent,2186
2022,Ole Miss,SEC,sacks,33
2022,Ole Miss,SEC,sacksOpponent,14
2022,Ole Miss,SEC,tacklesForLoss,74
2022,Ole Miss,SEC,tacklesForLossOpponent,79
2022,Ole Miss,SEC,thirdDownConversions,88
2022,Ole Miss,SEC,thirdDownConversionsOpponent,76
2022,Ole Miss,SEC,thirdDowns,187
2022,Ole Miss,SEC,thirdDownsOpponent,197
2022,Ole Miss,SEC,totalYards,6453
2022,Ole Miss,SEC,totalYardsOpponent,5044
2022,Ole Miss,SEC,turnovers,20
2022,Ole Miss,SEC,turnoversOpponent,20
2022,South Carolina,SEC,firstDowns,246
2022,South Carolina,SEC,firstDownsOpponent,292
2022,South Carolina,SEC,fourthDownConversions,13
2022,South Carolina,SEC,fourthDownConversionsOpponent,10
2022,South Carolina,SEC,fourthDowns,21
2022,South Carolina,SEC,fourthDownsOpponent,17
2022,South Carolina,SEC,fumblesLost,13
2022,South Carolina,SEC,fumblesLostOpponent,8
2022,South Carolina,SEC,fumblesRecovered,11
2022,South Carolina,SEC,fumblesRecoveredOpponent,18
2022,South Carolina,SEC,games,13
2022,South Carolina,SEC,interceptions,14
2022,South Carolina,SEC,interceptionsOpponent,15
2022,South Carolina,SEC,interceptionTDs,2
2022,South Carolina,SEC,interceptionTDsOpponent,1
2022,South Carolina,SEC,interceptionYards,299
2022,South Carolina,SEC,interceptionYardsOpponent,81
2022,South Carolina,SEC,kickReturns,23
2022,South Carolina,SEC,kickReturnsOpponent,20
2022,South Carolina,SEC,kickReturnTDs,1
2022,South Carolina,SEC,kickReturnTDsOpponent,0
2022,South Carolina,SEC,kickReturnYards,578
2022,South Carolina,SEC,kickReturnYardsOpponent,328
2022,South Carolina,SEC,netPassingYards,3379
2022,South Carolina,SEC,netPassingYardsOpponent,2688
2022,South Carolina,SEC,passAttempts,419
2022,South Carolina,SEC,passAttemptsOpponent,404
2022,South Carolina,SEC,passCompletions,281
2022,South Carolina,SEC,passCompletionsOpponent,217
2022,South Carolina,SEC,passesIntercepted,15
2022,South Carolina,SEC,passesInterceptedOpponent,14
2022,South Carolina,SEC,passingTDs,23
2022,South Carolina,SEC,passingTDsOpponent,24
2022,South Carolina,SEC,penalties,88
2022,South Carolina,SEC,penaltiesOpponent,84
2022,South Carolina,SEC,penaltyYards,814
2022,South Carolina,SEC,penaltyYardsOpponent,703
2022,South Carolina,SEC,possessionTime,22366
2022,South Carolina,SEC,possessionTimeOpponent,24391
2022,South Carolina,SEC,puntReturns,19
2022,South Carolina,SEC,puntReturnsOpponent,19
2022,South Carolina,SEC,puntReturnTDs,2
2022,South Carolina,SEC,puntReturnTDsOpponent,0
2022,South Carolina,SEC,puntReturnYards,278
2022,South Carolina,SEC,puntReturnYardsOpponent,94
2022,South Carolina,SEC,rushingAttempts,410
2022,South Carolina,SEC,rushingAttemptsOpponent,521
2022,South Carolina,SEC,rushingTDs,27
2022,South Carolina,SEC,rushingTDsOpponent,23
2022,South Carolina,SEC,rushingYards,1555
2022,South Carolina,SEC,rushingYardsOpponent,2574
2022,South Carolina,SEC,sacks,20
2022,South Carolina,SEC,sacksOpponent,28
2022,South Carolina,SEC,tacklesForLoss,56
2022,South Carolina,SEC,tacklesForLossOpponent,94
2022,South Carolina,SEC,thirdDownConversions,62
2022,South Carolina,SEC,thirdDownConversionsOpponent,79
2022,South Carolina,SEC,thirdDowns,159
2022,South Carolina,SEC,thirdDownsOpponent,181
2022,South Carolina,SEC,totalYards,4934
2022,South Carolina,SEC,totalYardsOpponent,5262
2022,South Carolina,SEC,turnovers,27
2022,South Carolina,SEC,turnoversOpponent,23
2022,Tennessee,SEC,firstDowns,330
2022,Tennessee,SEC,firstDownsOpponent,307
2022,Tennessee,SEC,fourthDownConversions,23
2022,Tennessee,SEC,fourthDownConversionsOpponent,14
2022,Tennessee,SEC,fourthDowns,34
2022,Tennessee,SEC,fourthDownsOpponent,33
2022,Tennessee,SEC,fumblesLost,8
2022,Tennessee,SEC,fumblesLostOpponent,11
2022,Tennessee,SEC,fumblesRecovered,13
2022,Tennessee,SEC,fumblesRecoveredOpponent,11
2022,Tennessee,SEC,games,13
2022,Tennessee,SEC,interceptions,3
2022,Tennessee,SEC,interceptionsOpponent,11
2022,Tennessee,SEC,interceptionTDs,0
2022,Tennessee,SEC,interceptionTDsOpponent,0
2022,Tennessee,SEC,interceptionYards,70
2022,Tennessee,SEC,interceptionYardsOpponent,18
2022,Tennessee,SEC,kickReturns,18
2022,Tennessee,SEC,kickReturnsOpponent,41
2022,Tennessee,SEC,kickReturnTDs,0
2022,Tennessee,SEC,kickReturnTDsOpponent,0
2022,Tennessee,SEC,kickReturnYards,340
2022,Tennessee,SEC,kickReturnYardsOpponent,719
2022,Tennessee,SEC,netPassingYards,4239
2022,Tennessee,SEC,netPassingYardsOpponent,3760
2022,Tennessee,SEC,passAttempts,422
2022,Tennessee,SEC,passAttemptsOpponent,531
2022,Tennessee,SEC,passCompletions,290
2022,Tennessee,SEC,passCompletionsOpponent,332
2022,Tennessee,SEC,passesIntercepted,11
2022,Tennessee,SEC,passesInterceptedOpponent,3
2022,Tennessee,SEC,passingTDs,38
2022,Tennessee,SEC,passingTDsOpponent,20
2022,Tennessee,SEC,penalties,105
2022,Tennessee,SEC,penaltiesOpponent,111
2022,Tennessee,SEC,penaltyYards,904
2022,Tennessee,SEC,penaltyYardsOpponent,876
2022,Tennessee,SEC,possessionTime,19684
2022,Tennessee,SEC,possessionTimeOpponent,27116
2022,Tennessee,SEC,puntReturns,20
2022,Tennessee,SEC,puntReturnsOpponent,4
2022,Tennessee,SEC,puntReturnTDs,1
2022,Tennessee,SEC,puntReturnTDsOpponent,0
2022,Tennessee,SEC,puntReturnYards,331
2022,Tennessee,SEC,puntReturnYardsOpponent,29
2022,Tennessee,SEC,rushingAttempts,523
2022,Tennessee,SEC,rushingAttemptsOpponent,460
2022,Tennessee,SEC,rushingTDs,40
2022,Tennessee,SEC,rushingTDsOpponent,16
2022,Tennessee,SEC,rushingYards,2593
2022,Tennessee,SEC,rushingYardsOpponent,1509
2022,Tennessee,SEC,sacks,31
2022,Tennessee,SEC,sacksOpponent,27
2022,Tennessee,SEC,tacklesForLoss,91
2022,Tennessee,SEC,tacklesForLossOpponent,52
2022,Tennessee,SEC,thirdDownConversions,68
2022,Tennessee,SEC,thirdDownConversionsOpponent,65
2022,Tennessee,SEC,thirdDowns,166
2022,Tennessee,SEC,thirdDownsOpponent,189
2022,Tennessee,SEC,totalYards,6832
2022,Tennessee,SEC,totalYardsOpponent,5269
2022,Tennessee,SEC,turnovers,11
2022,Tennessee,SEC,turnoversOpponent,22
2022,Texas A&M,SEC,firstDowns,233
2022,Texas A&M,SEC,firstDownsOpponent,249
2022,Texas A&M,SEC,fourthDownConversions,4
2022,Texas A&M,SEC,fourthDownConversionsOpponent,11
2022,Texas A&M,SEC,fourthDowns,11
2022,Texas A&M,SEC,fourthDownsOpponent,22
2022,Texas A&M,SEC,fumblesLost,12
2022,Texas A&M,SEC,fumblesLostOpponent,12
2022,Texas A&M,SEC,fumblesRecovered,19
2022,Texas A&M,SEC,fumblesRecoveredOpponent,15
2022,Texas A&M,SEC,games,12
2022,Texas A&M,SEC,interceptions,6
2022,Texas A&M,SEC,interceptionsOpponent,4
2022,Texas A&M,SEC,interceptionTDs,0
2022,Texas A&M,SEC,interceptionTDsOpponent,1
2022,Texas A&M,SEC,interceptionYards,13
2022,Texas A&M,SEC,interceptionYardsOpponent,154
2022,Texas A&M,SEC,kickReturns,23
2022,Texas A&M,SEC,kickReturnsOpponent,7
2022,Texas A&M,SEC,kickReturnTDs,1
2022,Texas A&M,SEC,kickReturnTDsOpponent,1
2022,Texas A&M,SEC,kickReturnYards,510
2022,Texas A&M,SEC,kickReturnYardsOpponent,200
2022,Texas A&M,SEC,netPassingYards,2633
2022,Texas A&M,SEC,netPassingYardsOpponent,1874
2022,Texas A&M,SEC,passAttempts,391
2022,Texas A&M,SEC,passAttemptsOpponent,327
2022,Texas A&M,SEC,passCompletions,220
2022,Texas A&M,SEC,passCompletionsOpponent,184
2022,Texas A&M,SEC,passesIntercepted,4
2022,Texas A&M,SEC,passesInterceptedOpponent,6
2022,Texas A&M,SEC,passingTDs,18
2022,Texas A&M,SEC,passingTDsOpponent,15
2022,Texas A&M,SEC,penalties,76
2022,Texas A&M,SEC,penaltiesOpponent,84
2022,Texas A&M,SEC,penaltyYards,589
2022,Texas A&M,SEC,penaltyYardsOpponent,725
2022,Texas A&M,SEC,possessionTime,20049
2022,Texas A&M,SEC,possessionTimeOpponent,23137
2022,Texas A&M,SEC,puntReturns,22
2022,Texas A&M,SEC,puntReturnsOpponent,13
2022,Texas A&M,SEC,puntReturnTDs,0
2022,Texas A&M,SEC,puntReturnTDsOpponent,0
2022,Texas A&M,SEC,puntReturnYards,121
2022,Texas A&M,SEC,puntReturnYardsOpponent,58
2022,Texas A&M,SEC,rushingAttempts,367
2022,Texas A&M,SEC,rushingAttemptsOpponent,520
2022,Texas A&M,SEC,rushingTDs,12
2022,Texas A&M,SEC,rushingTDsOpponent,13
2022,Texas A&M,SEC,rushingYards,1707
2022,Texas A&M,SEC,rushingYardsOpponent,2508
2022,Texas A&M,SEC,sacks,19
2022,Texas A&M,SEC,sacksOpponent,25
2022,Texas A&M,SEC,tacklesForLoss,66
2022,Texas A&M,SEC,tacklesForLossOpponent,65
2022,Texas A&M,SEC,thirdDownConversions,55
2022,Texas A&M,SEC,thirdDownConversionsOpponent,62
2022,Texas A&M,SEC,thirdDowns,153
2022,Texas A&M,SEC,thirdDownsOpponent,174
2022,Texas A&M,SEC,totalYards,4340
2022,Texas A&M,SEC,totalYardsOpponent,4382
2022,Texas A&M,SEC,turnovers,18
2022,Texas A&M,SEC,turnoversOpponent,16
2022,Vanderbilt,SEC,firstDowns,210
2022,Vanderbilt,SEC,firstDownsOpponent,255
2022,Vanderbilt,SEC,fourthDownConversions,11
2022,Vanderbilt,SEC,fourthDownConversionsOpponent,12
2022,Vanderbilt,SEC,fourthDowns,29
2022,Vanderbilt,SEC,fourthDownsOpponent,27
2022,Vanderbilt,SEC,fumblesLost,10
2022,Vanderbilt,SEC,fumblesLostOpponent,10
2022,Vanderbilt,SEC,fumblesRecovered,16
2022,Vanderbilt,SEC,fumblesRecoveredOpponent,14
2022,Vanderbilt,SEC,games,12
2022,Vanderbilt,SEC,interceptions,6
2022,Vanderbilt,SEC,interceptionsOpponent,6
2022,Vanderbilt,SEC,interceptionTDs,0
2022,Vanderbilt,SEC,interceptionTDsOpponent,1
2022,Vanderbilt,SEC,interceptionYards,41
2022,Vanderbilt,SEC,interceptionYardsOpponent,36
2022,Vanderbilt,SEC,kickReturns,24
2022,Vanderbilt,SEC,kickReturnsOpponent,24
2022,Vanderbilt,SEC,kickReturnTDs,0
2022,Vanderbilt,SEC,kickReturnTDsOpponent,0
2022,Vanderbilt,SEC,kickReturnYards,511
2022,Vanderbilt,SEC,kickReturnYardsOpponent,448
2022,Vanderbilt,SEC,netPassingYards,2248
2022,Vanderbilt,SEC,netPassingYardsOpponent,3486
2022,Vanderbilt,SEC,passAttempts,346
2022,Vanderbilt,SEC,passAttemptsOpponent,399
2022,Vanderbilt,SEC,passCompletions,200
2022,Vanderbilt,SEC,passCompletionsOpponent,257
2022,Vanderbilt,SEC,passesIntercepted,6
2022,Vanderbilt,SEC,passesInterceptedOpponent,6
2022,Vanderbilt,SEC,passingTDs,22
2022,Vanderbilt,SEC,passingTDsOpponent,29
2022,Vanderbilt,SEC,penalties,63
2022,Vanderbilt,SEC,penaltiesOpponent,72
2022,Vanderbilt,SEC,penaltyYards,553
2022,Vanderbilt,SEC,penaltyYardsOpponent,657
2022,Vanderbilt,SEC,possessionTime,22752
2022,Vanderbilt,SEC,possessionTimeOpponent,20444
2022,Vanderbilt,SEC,puntReturns,9
2022,Vanderbilt,SEC,puntReturnsOpponent,26
2022,Vanderbilt,SEC,puntReturnTDs,0
2022,Vanderbilt,SEC,puntReturnTDsOpponent,1
2022,Vanderbilt,SEC,puntReturnYards,42
2022,Vanderbilt,SEC,puntReturnYardsOpponent,379
2022,Vanderbilt,SEC,rushingAttempts,445
2022,Vanderbilt,SEC,rushingAttemptsOpponent,397
2022,Vanderbilt,SEC,rushingTDs,13
2022,Vanderbilt,SEC,rushingTDsOpponent,25
2022,Vanderbilt,SEC,rushingYards,1919
2022,Vanderbilt,SEC,rushingYardsOpponent,2050
2022,Vanderbilt,SEC,sacks,17
2022,Vanderbilt,SEC,sacksOpponent,15
2022,Vanderbilt,SEC,tacklesForLoss,56
2022,Vanderbilt,SEC,tacklesForLossOpponent,58
2022,Vanderbilt,SEC,thirdDownConversions,63
2022,Vanderbilt,SEC,thirdDownConversionsOpponent,60
2022,Vanderbilt,SEC,thirdDowns,171
2022,Vanderbilt,SEC,thirdDownsOpponent,151
2022,Vanderbilt,SEC,totalYards,4167
2022,Vanderbilt,SEC,totalYardsOpponent,5536
2022,Vanderbilt,SEC,turnovers,16
2022,Vanderbilt,SEC,turnoversOpponent,16
2023,Alabama,SEC,firstDowns,277
2023,Alabama,SEC,firstDownsOpponent,228
2023,Alabama,SEC,fourthDownConversions,5
2023,Alabama,SEC,fourthDownConversionsOpponent,11
2023,Alabama,SEC,fourthDowns,7
2023,Alabama,SEC,fourthDownsOpponent,27
2023,Alabama,SEC,fumblesLost,5
2023,Alabama,SEC,fumblesLostOpponent,7
2023,Alabama,SEC,fumblesRecovered,7
2023,Alabama,SEC,fumblesRecoveredOpponent,5
2023,Alabama,SEC,games,14
2023,Alabama,SEC,interceptions,6
2023,Alabama,SEC,interceptionsOpponent,12
2023,Alabama,SEC,interceptionTDs,1
2023,Alabama,SEC,interceptionTDsOpponent,0
2023,Alabama,SEC,interceptionYards,125
2023,Alabama,SEC,interceptionYardsOpponent,63
2023,Alabama,SEC,kickReturns,25
2023,Alabama,SEC,kickReturnsOpponent,27
2023,Alabama,SEC,kickReturnTDs,0
2023,Alabama,SEC,kickReturnTDsOpponent,0
2023,Alabama,SEC,kickReturnYards,533
2023,Alabama,SEC,kickReturnYardsOpponent,407
2023,Alabama,SEC,netPassingYards,3086
2023,Alabama,SEC,netPassingYardsOpponent,2675
2023,Alabama,SEC,passAttempts,325
2023,Alabama,SEC,passAttemptsOpponent,413
2023,Alabama,SEC,passCompletions,208
2023,Alabama,SEC,passCompletionsOpponent,245
2023,Alabama,SEC,passesIntercepted,12
2023,Alabama,SEC,passesInterceptedOpponent,6
2023,Alabama,SEC,passingTDs,23
2023,Alabama,SEC,passingTDsOpponent,17
2023,Alabama,SEC,penalties,78
2023,Alabama,SEC,penaltiesOpponent,72
2023,Alabama,SEC,penaltyYards,655
2023,Alabama,SEC,penaltyYardsOpponent,549
2023,Alabama,SEC,possessionTime,25815
2023,Alabama,SEC,possessionTimeOpponent,24585
2023,Alabama,SEC,puntReturns,21
2023,Alabama,SEC,puntReturnsOpponent,14
2023,Alabama,SEC,puntReturnTDs,1
2023,Alabama,SEC,puntReturnTDsOpponent,0
2023,Alabama,SEC,puntReturnYards,178
2023,Alabama,SEC,puntReturnYardsOpponent,120
2023,Alabama,SEC,rushingAttempts,561
2023,Alabama,SEC,rushingAttemptsOpponent,470
2023,Alabama,SEC,rushingTDs,32
2023,Alabama,SEC,rushingTDsOpponent,15
2023,Alabama,SEC,rushingYards,2417
2023,Alabama,SEC,rushingYardsOpponent,1749
2023,Alabama,SEC,sacks,40
2023,Alabama,SEC,sacksOpponent,49
2023,Alabama,SEC,tacklesForLoss,84
2023,Alabama,SEC,tacklesForLossOpponent,88
2023,Alabama,SEC,thirdDownConversions,82
2023,Alabama,SEC,thirdDownConversionsOpponent,63
2023,Alabama,SEC,thirdDowns,182
2023,Alabama,SEC,thirdDownsOpponent,191
2023,Alabama,SEC,totalYards,5503
2023,Alabama,SEC,totalYardsOpponent,4424
2023,Alabama,SEC,turnovers,11
2023,Alabama,SEC,turnoversOpponent,19
2023,Arkansas,SEC,firstDowns,208
2023,Arkansas,SEC,firstDownsOpponent,226
2023,Arkansas,SEC,fourthDownConversions,10
2023,Arkansas,SEC,fourthDownConversionsOpponent,6
2023,Arkansas,SEC,fourthDowns,16
2023,Arkansas,SEC,fourthDownsOpponent,12
2023,Arkansas,SEC,fumblesLost,10
2023,Arkansas,SEC,fumblesLostOpponent,5
2023,Arkansas,SEC,fumblesRecovered,6
2023,Arkansas,SEC,fumblesRecoveredOpponent,11
2023,Arkansas,SEC,games,12
2023,Arkansas,SEC,interceptions,8
2023,Arkansas,SEC,interceptionsOpponent,12
2023,Arkansas,SEC,interceptionTDs,4
2023,Arkansas,SEC,interceptionTDsOpponent,1
2023,Arkansas,SEC,interceptionYards,235
2023,Arkansas,SEC,interceptionYardsOpponent,64
2023,Arkansas,SEC,kickReturns,24
2023,Arkansas,SEC,kickReturnsOpponent,9
2023,Arkansas,SEC,kickReturnTDs,0
2023,Arkansas,SEC,kickReturnTDsOpponent,0
2023,Arkansas,SEC,kickReturnYards,475
2023,Arkansas,SEC,kickReturnYardsOpponent,209
2023,Arkansas,SEC,netPassingYards,2250
2023,Arkansas,SEC,netPassingYardsOpponent,2433
2023,Arkansas,SEC,passAttempts,323
2023,Arkansas,SEC,passAttemptsOpponent,318
2023,Arkansas,SEC,passCompletions,207
2023,Arkansas,SEC,passCompletionsOpponent,192
2023,Arkansas,SEC,passesIntercepted,12
2023,Arkansas,SEC,passesInterceptedOpponent,8
2023,Arkansas,SEC,passingTDs,22
2023,Arkansas,SEC,passingTDsOpponent,23
2023,Arkansas,SEC,penalties,76
2023,Arkansas,SEC,penaltiesOpponent,65
2023,Arkansas,SEC,penaltyYards,665
2023,Arkansas,SEC,penaltyYardsOpponent,515
2023,Arkansas,SEC,possessionTime,22123
2023,Arkansas,SEC,possessionTimeOpponent,21077
2023,Arkansas,SEC,puntReturns,16
2023,Arkansas,SEC,puntReturnsOpponent,19
2023,Arkansas,SEC,puntReturnTDs,1
2023,Arkansas,SEC,puntReturnTDsOpponent,2
2023,Arkansas,SEC,puntReturnYards,180
2023,Arkansas,SEC,puntReturnYardsOpponent,345
2023,Arkansas,SEC,rushingAttempts,472
2023,Arkansas,SEC,rushingAttemptsOpponent,437
2023,Arkansas,SEC,rushingTDs,9
2023,Arkansas,SEC,rushingTDsOpponent,13
2023,Arkansas,SEC,rushingYards,1668
2023,Arkansas,SEC,rushingYardsOpponent,1853
2023,Arkansas,SEC,sacks,29
2023,Arkansas,SEC,sacksOpponent,47
2023,Arkansas,SEC,tacklesForLoss,75
2023,Arkansas,SEC,tacklesForLossOpponent,93
2023,Arkansas,SEC,thirdDownConversions,67
2023,Arkansas,SEC,thirdDownConversionsOpponent,59
2023,Arkansas,SEC,thirdDowns,175
2023,Arkansas,SEC,thirdDownsOpponent,158
2023,Arkansas,SEC,totalYards,3918
2023,Arkansas,SEC,totalYardsOpponent,4286
2023,Arkansas,SEC,turnovers,18
2023,Arkansas,SEC,turnoversOpponent,17
2023,Auburn,SEC,firstDowns,241
2023,Auburn,SEC,firstDownsOpponent,223
2023,Auburn,SEC,fourthDownConversions,13
2023,Auburn,SEC,fourthDownConversionsOpponent,15
2023,Auburn,SEC,fourthDowns,26
2023,Auburn,SEC,fourthDownsOpponent,27
2023,Auburn,SEC,fumblesLost,7
2023,Auburn,SEC,fumblesLostOpponent,6
2023,Auburn,SEC,fumblesRecovered,6
2023,Auburn,SEC,fumblesRecoveredOpponent,7
2023,Auburn,SEC,games,13
2023,Auburn,SEC,interceptions,13
2023,Auburn,SEC,interceptionsOpponent,12
2023,Auburn,SEC,interceptionTDs,1
2023,Auburn,SEC,interceptionTDsOpponent,2
2023,Auburn,SEC,interceptionYards,179
2023,Auburn,SEC,interceptionYardsOpponent,134
2023,Auburn,SEC,kickReturns,34
2023,Auburn,SEC,kickReturnsOpponent,17
2023,Auburn,SEC,kickReturnTDs,0
2023,Auburn,SEC,kickReturnTDsOpponent,0
2023,Auburn,SEC,kickReturnYards,708
2023,Auburn,SEC,kickReturnYardsOpponent,381
2023,Auburn,SEC,netPassingYards,2109
2023,Auburn,SEC,netPassingYardsOpponent,2628
2023,Auburn,SEC,passAttempts,317
2023,Auburn,SEC,passAttemptsOpponent,360
2023,Auburn,SEC,passCompletions,189
2023,Auburn,SEC,passCompletionsOpponent,212
2023,Auburn,SEC,passesIntercepted,12
2023,Auburn,SEC,passesInterceptedOpponent,13
2023,Auburn,SEC,passingTDs,18
2023,Auburn,SEC,passingTDsOpponent,19
2023,Auburn,SEC,penalties,71
2023,Auburn,SEC,penaltiesOpponent,86
2023,Auburn,SEC,penaltyYards,570
2023,Auburn,SEC,penaltyYardsOpponent,737
2023,Auburn,SEC,possessionTime,22670
2023,Auburn,SEC,possessionTimeOpponent,24130
2023,Auburn,SEC,puntReturns,25
2023,Auburn,SEC,puntReturnsOpponent,14
2023,Auburn,SEC,puntReturnTDs,1
2023,Auburn,SEC,puntReturnTDsOpponent,0
2023,Auburn,SEC,puntReturnYards,250
2023,Auburn,SEC,puntReturnYardsOpponent,74
2023,Auburn,SEC,rushingAttempts,513
2023,Auburn,SEC,rushingAttemptsOpponent,463
2023,Auburn,SEC,rushingTDs,22
2023,Auburn,SEC,rushingTDsOpponent,15
2023,Auburn,SEC,rushingYards,2457
2023,Auburn,SEC,rushingYardsOpponent,2015
2023,Auburn,SEC,sacks,30
2023,Auburn,SEC,sacksOpponent,34
2023,Auburn,SEC,tacklesForLoss,77
2023,Auburn,SEC,tacklesForLossOpponent,79
2023,Auburn,SEC,thirdDownConversions,54
2023,Auburn,SEC,thirdDownConversionsOpponent,52
2023,Auburn,SEC,thirdDowns,166
2023,Auburn,SEC,thirdDownsOpponent,164
2023,Auburn,SEC,totalYards,4566
2023,Auburn,SEC,totalYardsOpponent,4643
2023,Auburn,SEC,turnovers,20
2023,Auburn,SEC,turnoversOpponent,18
2023,Florida,SEC,firstDowns,259
2023,Florida,SEC,firstDownsOpponent,213
2023,Florida,SEC,fourthDownConversions,9
2023,Florida,SEC,fourthDownConversionsOpponent,4
2023,Florida,SEC,fourthDowns,22
2023,Florida,SEC,fourthDownsOpponent,13
2023,Florida,SEC,fumblesLost,7
2023,Florida,SEC,fumblesLostOpponent,4
2023,Florida,SEC,fumblesRecovered,4
2023,Florida,SEC,fumblesRecoveredOpponent,7
2023,Florida,SEC,games,12
2023,Florida,SEC,interceptions,5
2023,Florida,SEC,interceptionsOpponent,3
2023,Florida,SEC,interceptionTDs,0
2023,Florida,SEC,interceptionTDsOpponent,0
2023,Florida,SEC,interceptionYards,38
2023,Florida,SEC,interceptionYardsOpponent,29
2023,Florida,SEC,kickReturns,16
2023,Florida,SEC,kickReturnsOpponent,15
2023,Florida,SEC,kickReturnTDs,0
2023,Florida,SEC,kickReturnTDsOpponent,0
2023,Florida,SEC,kickReturnYards,331
2023,Florida,SEC,kickReturnYardsOpponent,226
2023,Florida,SEC,netPassingYards,3086
2023,Florida,SEC,netPassingYardsOpponent,2716
2023,Florida,SEC,passAttempts,389
2023,Florida,SEC,passAttemptsOpponent,325
2023,Florida,SEC,passCompletions,281
2023,Florida,SEC,passCompletionsOpponent,195
2023,Florida,SEC,passesIntercepted,3
2023,Florida,SEC,passesInterceptedOpponent,5
2023,Florida,SEC,passingTDs,20
2023,Florida,SEC,passingTDsOpponent,18
2023,Florida,SEC,penalties,79
2023,Florida,SEC,penaltiesOpponent,72
2023,Florida,SEC,penaltyYards,595
2023,Florida,SEC,penaltyYardsOpponent,552
2023,Florida,SEC,possessionTime,23838
2023,Florida,SEC,possessionTimeOpponent,19362
2023,Florida,SEC,puntReturns,14
2023,Florida,SEC,puntReturnsOpponent,11
2023,Florida,SEC,puntReturnTDs,0
2023,Florida,SEC,puntReturnTDsOpponent,0
2023,Florida,SEC,puntReturnYards,151
2023,Florida,SEC,puntReturnYardsOpponent,92
2023,Florida,SEC,rushingAttempts,422
2023,Florida,SEC,rushingAttemptsOpponent,386
2023,Florida,SEC,rushingTDs,21
2023,Florida,SEC,rushingTDsOpponent,21
2023,Florida,SEC,rushingYards,1819
2023,Florida,SEC,rushingYardsOpponent,1867
2023,Florida,SEC,sacks,22
2023,Florida,SEC,sacksOpponent,38
2023,Florida,SEC,tacklesForLoss,59
2023,Florida,SEC,tacklesForLossOpponent,83
2023,Florida,SEC,thirdDownConversions,55
2023,Florida,SEC,thirdDownConversionsOpponent,52
2023,Florida,SEC,thirdDowns,150
2023,Florida,SEC,thirdDownsOpponent,145
2023,Florida,SEC,totalYards,4905
2023,Florida,SEC,totalYardsOpponent,4583
2023,Florida,SEC,turnovers,12
2023,Florida,SEC,turnoversOpponent,7
2023,Georgia,SEC,firstDowns,363
2023,Georgia,SEC,firstDownsOpponent,224
2023,Georgia,SEC,fourthDownConversions,9
2023,Georgia,SEC,fourthDownConversionsOpponent,17
2023,Georgia,SEC,fourthDowns,12
2023,Georgia,SEC,fourthDownsOpponent,30
2023,Georgia,SEC,fumblesLost,7
2023,Georgia,SEC,fumblesLostOpponent,3
2023,Georgia,SEC,fumblesRecovered,3
2023,Georgia,SEC,fumblesRecoveredOpponent,7
2023,Georgia,SEC,games,14
2023,Georgia,SEC,interceptions,7
2023,Georgia,SEC,interceptionsOpponent,14
2023,Georgia,SEC,interceptionTDs,1
2023,Georgia,SEC,interceptionTDsOpponent,0
2023,Georgia,SEC,interceptionYards,135
2023,Georgia,SEC,interceptionYardsOpponent,158
2023,Georgia,SEC,kickReturns,25
2023,Georgia,SEC,kickReturnsOpponent,22
2023,Georgia,SEC,kickReturnTDs,0
2023,Georgia,SEC,kickReturnTDsOpponent,0
2023,Georgia,SEC,kickReturnYards,610
2023,Georgia,SEC,kickReturnYardsOpponent,350
2023,Georgia,SEC,netPassingYards,4274
2023,Georgia,SEC,netPassingYardsOpponent,2456
2023,Georgia,SEC,passAttempts,456
2023,Georgia,SEC,passAttemptsOpponent,427
2023,Georgia,SEC,passCompletions,328
2023,Georgia,SEC,passCompletionsOpponent,234
2023,Georgia,SEC,passesIntercepted,14
2023,Georgia,SEC,passesInterceptedOpponent,7
2023,Georgia,SEC,passingTDs,29
2023,Georgia,SEC,passingTDsOpponent,13
2023,Georgia,SEC,penalties,62
2023,Georgia,SEC,penaltiesOpponent,70
2023,Georgia,SEC,penaltyYards,601
2023,Georgia,SEC,penaltyYardsOpponent,545
