gameId,driveId,id,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,defenseConference,defenseScore,home,away,period,clock,offenseTimeouts,defenseTimeouts,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,ppa,wallclock,season
401403857,4014038577,401403857102898901,7,2,Florida,SEC,7,Utah,Pac-12,10,Florida,Utah,2,"{'minutes': 10, 'seconds': 10}",2.0,3.0,11,89,1,10,0,False,Rush,Nay'Quan Wright run for no gain to the Fla 11,-0.36548578366266504,2022-09-04T00:05:16.000Z,2022
401403857,4014038577,401403857102915801,7,4,Florida,SEC,7,Utah,Pac-12,10,Florida,Utah,2,"{'minutes': 8, 'seconds': 41}",2.0,3.0,9,91,3,12,0,False,Pass Reception,Anthony Richardson pass complete to Xzavier Henderson for no gain to the Fla 9,-0.0473288382155355,2022-09-04T00:06:44.000Z,2022
401403857,4014038578,401403857102957201,8,6,Utah,Pac-12,10,Florida,SEC,7,Florida,Utah,2,"{'minutes': 4, 'seconds': 27}",3.0,2.0,13,13,2,8,5,False,Pass Reception,Cameron Rising pass complete to Brant Kuithe for 5 yds to the Fla 8,0.052834609361236,2022-09-04T00:14:49.000Z,2022
401403857,4014038578,401403857102967601,8,8,Utah,Pac-12,10,Florida,SEC,7,Florida,Utah,2,"{'minutes': 3, 'seconds': 23}",2.0,2.0,8,8,4,3,0,False,Timeout,"Timeout UTAH, clock 03:23",,2022-09-04T00:16:42.000Z,2022
401403857,4014038578,401403857102967602,8,9,Utah,Pac-12,10,Florida,SEC,7,Florida,Utah,2,"{'minutes': 3, 'seconds': 23}",2.0,2.0,8,8,4,3,-5,False,Penalty,"UTAH Penalty, Delay of Game (-5 Yards) to the Fla 13",,2022-09-04T00:19:57.000Z,2022
401403857,4014038578,401403857102968101,8,10,Utah,Pac-12,13,Florida,SEC,7,Florida,Utah,2,"{'minutes': 3, 'seconds': 18}",2.0,2.0,13,13,4,8,31,True,Field Goal Good,Jordan Noyes 31 yd FG GOOD,,2022-09-04T00:20:41.000Z,2022
401403857,4014038578,401403857102936501,8,3,Utah,Pac-12,10,Florida,SEC,7,Florida,Utah,2,"{'minutes': 6, 'seconds': 34}",3.0,2.0,27,27,1,10,2,False,Rush,Tavion Thomas run for 2 yds to the Fla 25,-0.262946006262057,2022-09-04T00:12:35.000Z,2022
401403857,4014038578,401403857102928501,8,2,Utah,Pac-12,10,Florida,SEC,7,Florida,Utah,2,"{'minutes': 7, 'seconds': 14}",3.0,2.0,38,38,2,10,11,False,Rush,Cameron Rising run for 11 yds to the Fla 27 for a 1ST down,1.1362040594700105,2022-09-04T00:11:59.000Z,2022
401403857,4014038578,401403857102924401,8,1,Utah,Pac-12,10,Florida,SEC,7,Florida,Utah,2,"{'minutes': 7, 'seconds': 55}",3.0,2.0,38,38,1,10,0,False,Rush,Chris Curry run for no gain to the Fla 38,-0.7828922522763084,2022-09-04T00:11:44.000Z,2022
401403857,4014038578,401403857102959201,8,7,Utah,Pac-12,10,Florida,SEC,7,Florida,Utah,2,"{'minutes': 4, 'seconds': 7}",3.0,2.0,8,8,3,3,0,False,Pass Reception,Cameron Rising pass complete to Brant Kuithe for no gain to the Fla 8,-0.3489493698650516,2022-09-04T00:15:09.000Z,2022
401403857,4014038578,401403857102949001,8,5,Utah,Pac-12,10,Florida,SEC,7,Florida,Utah,2,"{'minutes': 5, 'seconds': 9}",3.0,2.0,15,15,1,10,2,False,Rush,Cameron Rising run for 2 yds to the Fla 13,-0.179494976485374,2022-09-04T00:14:19.000Z,2022
401403857,4014038578,401403857102944901,8,4,Utah,Pac-12,10,Florida,SEC,7,Florida,Utah,2,"{'minutes': 5, 'seconds': 50}",3.0,2.0,25,25,2,8,10,False,Pass Reception,Cameron Rising pass complete to Brant Kuithe for 10 yds to the Fla 15 for a 1ST down,0.44602775808846,2022-09-04T00:13:21.000Z,2022
401403857,4014038579,401403857102968102,9,1,Utah,Pac-12,13,Florida,SEC,7,Florida,Utah,2,"{'minutes': 3, 'seconds': 18}",2.0,2.0,65,65,4,8,20,False,Kickoff Return (Offense),"Jordan Noyes kickoff for 64 yds , Ja'Markis Weston return for 20 yds to the Fla 21",,2022-09-04T00:24:39.000Z,2022
401403857,4014038579,401403857102977301,9,4,Florida,SEC,7,Utah,Pac-12,13,Florida,Utah,2,"{'minutes': 2, 'seconds': 26}",2.0,2.0,50,50,1,10,5,False,Rush,Montrell Johnson Jr. run for 5 yds to the Utah 45,0.1018198743557602,2022-09-04T00:26:30.000Z,2022
401403857,4014038579,401403857102985701,9,5,Florida,SEC,14,Utah,Pac-12,13,Florida,Utah,2,"{'minutes': 1, 'seconds': 42}",2.0,2.0,55,45,2,5,45,True,Rushing Touchdown,"Anthony Richardson run for 45 yds for a TD, (Adam Mihalek KICK)",3.7395920577656128,2022-09-04T00:27:29.000Z,2022
401403857,4014038579,401403857102969501,9,2,Florida,SEC,7,Utah,Pac-12,13,Florida,Utah,2,"{'minutes': 3, 'seconds': 4}",2.0,2.0,21,79,1,10,15,False,Pass Reception,Anthony Richardson pass complete to Xzavier Henderson for 15 yds to the Fla 36 for a 1ST down,1.1833421820418248,2022-09-04T00:25:38.000Z,2022
401403857,4014038579,401403857102975501,9,3,Florida,SEC,7,Utah,Pac-12,13,Florida,Utah,2,"{'minutes': 2, 'seconds': 44}",2.0,2.0,36,64,1,10,14,False,Pass Reception,Anthony Richardson pass complete to Ricky Pearsall for 14 yds to the 50 yard line for a 1ST down,1.305780675653958,2022-09-04T00:26:09.000Z,2022
401403857,40140385710,401403857102995101,10,6,Utah,Pac-12,13,Florida,SEC,14,Florida,Utah,2,"{'minutes': 0, 'seconds': 48}",2.0,2.0,48,48,3,10,0,False,Pass Incompletion,Cameron Rising pass incomplete to Devaughn Vele,-0.7682826649286678,2022-09-04T00:32:17.000Z,2022
401403857,40140385710,401403857102994601,10,5,Utah,Pac-12,13,Florida,SEC,14,Florida,Utah,2,"{'minutes': 0, 'seconds': 53}",2.0,2.0,48,48,2,10,0,False,Pass Incompletion,Cameron Rising pass incomplete to Brant Kuithe,-1.0509966519448302,2022-09-04T00:31:31.000Z,2022
401403857,40140385710,401403857102985703,10,1,Florida,SEC,14,Utah,Pac-12,13,Florida,Utah,2,"{'minutes': 1, 'seconds': 42}",2.0,2.0,35,65,2,5,0,False,Kickoff,Adam Mihalek kickoff for 65 yds for a touchback,,2022-09-04T00:29:00.000Z,2022
401403857,40140385710,401403857102995801,10,7,Utah,Pac-12,13,Florida,SEC,14,Florida,Utah,2,"{'minutes': 0, 'seconds': 41}",2.0,2.0,48,48,4,10,0,False,Punt,Jack Bouwmeester punt for 48 yds for a touchback,,2022-09-04T00:32:57.000Z,2022
401403857,40140385710,401403857102986301,10,2,Utah,Pac-12,13,Florida,SEC,14,Florida,Utah,2,"{'minutes': 1, 'seconds': 36}",2.0,2.0,75,75,1,10,13,False,Pass Reception,Cameron Rising pass complete to Brant Kuithe for 13 yds to the Utah 38 for a 1ST down,1.124751479041831,2022-09-04T00:30:05.000Z,2022
401403857,40140385710,401403857102994201,10,4,Utah,Pac-12,13,Florida,SEC,14,Florida,Utah,2,"{'minutes': 0, 'seconds': 57}",2.0,2.0,48,48,1,10,0,False,Pass Incompletion,Cameron Rising pass incomplete to Devaughn Vele,-1.0742999147475647,2022-09-04T00:30:52.000Z,2022
401403857,40140385710,401403857102988001,10,3,Utah,Pac-12,13,Florida,SEC,14,Florida,Utah,2,"{'minutes': 1, 'seconds': 19}",2.0,2.0,62,62,1,10,14,False,Rush,Cameron Rising run for 14 yds to the Fla 48 for a 1ST down,1.2667698043995337,2022-09-04T00:30:30.000Z,2022
401403857,40140385711,401403857102999902,11,2,Florida,SEC,14,Utah,Pac-12,13,Florida,Utah,2,"{'minutes': 0, 'seconds': 0}",2.0,2.0,20,80,0,10,0,False,End of Half,End of 2nd Quarter,,2022-09-04T00:35:46.000Z,2022
401403857,40140385711,401403857102999901,11,1,Florida,SEC,14,Utah,Pac-12,13,Florida,Utah,2,"{'minutes': 0, 'seconds': 0}",2.0,2.0,20,80,1,10,5,False,Rush,Nay'Quan Wright run for 5 yds to the Fla 25,0.0855067756440384,2022-09-04T00:35:46.000Z,2022
401403857,40140385712,401403857103849901,12,1,Florida,SEC,14,Utah,Pac-12,13,Florida,Utah,3,"{'minutes': 15, 'seconds': 0}",3.0,3.0,35,65,1,10,18,False,Kickoff Return (Offense),"Adam Mihalek kickoff for 55 yds , Micah Bernard return for 18 yds to the Utah 28",,2022-09-04T00:56:54.000Z,2022
401403857,40140385712,401403857103896301,12,10,Utah,Pac-12,13,Florida,SEC,14,Florida,Utah,3,"{'minutes': 10, 'seconds': 36}",3.0,3.0,1,1,2,0,0,False,Penalty,"FLORIDA Penalty, Substitution Infraction ( Yards) to the Fla 1",,2022-09-04T01:02:38.000Z,2022
401403857,40140385712,401403857103856101,12,2,Utah,Pac-12,13,Florida,SEC,14,Florida,Utah,3,"{'minutes': 14, 'seconds': 38}",3.0,3.0,72,72,1,10,7,False,Rush,Tavion Thomas run for 7 yds to the Utah 35,0.6473671294139649,2022-09-04T00:58:10.000Z,2022
401403857,40140385712,401403857103859301,12,3,Utah,Pac-12,13,Florida,SEC,14,Florida,Utah,3,"{'minutes': 14, 'seconds': 6}",3.0,3.0,65,65,2,3,22,False,Rush,Tavion Thomas run for 22 yds to the Fla 43 for a 1ST down,1.8558954949212332,2022-09-04T00:58:44.000Z,2022
401403857,40140385712,401403857103866901,12,4,Utah,Pac-12,13,Florida,SEC,14,Florida,Utah,3,"{'minutes': 13, 'seconds': 30}",3.0,3.0,43,43,1,10,8,False,Rush,Tavion Thomas run for 8 yds to the Fla 35,0.6916479450906062,2022-09-04T00:59:14.000Z,2022
