id,gameId,offense,offenseConference,defense,defenseConference,driveNumber,scoring,startPeriod,startYardline,startYardsToGoal,startTime,endPeriod,endYardline,endYardsToGoal,endTime,elapsed,plays,yards,driveResult,isHomeOffense,startOffenseScore,startDefenseScore,endOffenseScore,endDefenseScore,season,result_cat,scored,empty,quick_score,explosive
4015202825,401520282,Florida,SEC,Kentucky,SEC,5,False,1,75,75,"{'minutes': 5, 'seconds': 37}",1,47,47,"{'minutes': 0, 'seconds': 57}","{'minutes': 4, 'seconds': 40}",9,28,PUNT,False,0,10,0,10,2023,punt,False,True,False,False
4015202827,401520282,Florida,SEC,Kentucky,SEC,7,False,1,75,75,"{'minutes': 0, 'seconds': 22}",2,61,61,"{'minutes': 12, 'seconds': 50}","{'minutes': 2, 'seconds': 32}",4,14,PUNT,False,0,16,0,16,2023,punt,False,True,False,False
4015202829,401520282,Florida,SEC,Kentucky,SEC,9,False,2,75,75,"{'minutes': 8, 'seconds': 54}",2,60,60,"{'minutes': 5, 'seconds': 1}","{'minutes': 3, 'seconds': 53}",6,15,PUNT,False,0,23,0,23,2023,punt,False,True,False,False
40152028211,401520282,Florida,SEC,Kentucky,SEC,11,True,2,75,75,"{'minutes': 2, 'seconds': 49}",2,0,0,"{'minutes': 0, 'seconds': 34}","{'minutes': 2, 'seconds': 15}",6,75,TD,False,0,23,7,23,2023,touchdown,True,False,False,True
40152028214,401520282,Florida,SEC,Kentucky,SEC,14,True,3,75,75,"{'minutes': 10, 'seconds': 54}",3,0,0,"{'minutes': 7, 'seconds': 17}","{'minutes': 3, 'seconds': 37}",7,75,TD,False,7,30,14,30,2023,touchdown,True,False,False,True
40152028216,401520282,Florida,SEC,Kentucky,SEC,16,False,3,80,80,"{'minutes': 4, 'seconds': 49}",3,76,76,"{'minutes': 2, 'seconds': 41}","{'minutes': 2, 'seconds': 8}",3,4,PUNT,False,14,30,14,30,2023,punt,False,True,False,False
40152028218,401520282,Florida,SEC,Kentucky,SEC,18,False,3,87,87,"{'minutes': 1, 'seconds': 10}",4,56,56,"{'minutes': 11, 'seconds': 24}","{'minutes': 4, 'seconds': 46}",9,34,DOWNS,False,14,30,14,30,2023,turnover_downs,False,True,False,False
40152028220,401520282,Florida,SEC,Kentucky,SEC,20,False,4,75,75,"{'minutes': 7, 'seconds': 44}",4,42,42,"{'minutes': 4, 'seconds': 3}","{'minutes': 3, 'seconds': 41}",8,31,DOWNS,False,14,33,14,33,2023,turnover_downs,False,True,False,False
4015202992,401520299,Florida,SEC,Vanderbilt,SEC,2,True,1,7,93,"{'minutes': 12, 'seconds': 32}",1,100,0,"{'minutes': 9, 'seconds': 5}","{'minutes': 3, 'seconds': 27}",9,93,TD,True,0,0,7,0,2023,touchdown,True,False,False,True
4015202994,401520299,Florida,SEC,Vanderbilt,SEC,4,False,1,57,43,"{'minutes': 7, 'seconds': 14}",1,57,43,"{'minutes': 6, 'seconds': 54}","{'minutes': 0, 'seconds': 20}",1,0,INT,True,7,0,7,0,2023,other,False,False,False,False
4015202996,401520299,Florida,SEC,Vanderbilt,SEC,6,False,1,23,77,"{'minutes': 6, 'seconds': 7}",1,47,53,"{'minutes': 2, 'seconds': 44}","{'minutes': 3, 'seconds': 23}",5,24,PUNT,True,7,7,7,7,2023,punt,False,True,False,False
4015202998,401520299,Florida,SEC,Vanderbilt,SEC,8,True,2,39,61,"{'minutes': 14, 'seconds': 44}",2,100,0,"{'minutes': 10, 'seconds': 51}","{'minutes': 3, 'seconds': 53}",7,61,TD,True,7,7,14,7,2023,touchdown,True,False,False,True
40152029910,401520299,Florida,SEC,Vanderbilt,SEC,10,False,2,4,96,"{'minutes': 8, 'seconds': 34}",2,31,69,"{'minutes': 4, 'seconds': 35}","{'minutes': 3, 'seconds': 59}",7,27,PUNT,True,14,7,14,7,2023,punt,False,True,False,False
40152029912,401520299,Florida,SEC,Vanderbilt,SEC,12,True,2,29,71,"{'minutes': 2, 'seconds': 42}",2,100,0,"{'minutes': 0, 'seconds': 41}","{'minutes': 2, 'seconds': 1}",8,71,TD,True,14,7,21,7,2023,touchdown,True,False,False,True
40152029914,401520299,Florida,SEC,Vanderbilt,SEC,14,False,3,25,75,"{'minutes': 15, 'seconds': 0}",3,27,73,"{'minutes': 12, 'seconds': 25}","{'minutes': 2, 'seconds': 35}",3,2,PUNT,True,21,7,21,7,2023,punt,False,True,False,False
40152029916,401520299,Florida,SEC,Vanderbilt,SEC,16,True,3,9,91,"{'minutes': 9, 'seconds': 41}",3,100,0,"{'minutes': 3, 'seconds': 16}","{'minutes': 6, 'seconds': 25}",14,91,TD,True,21,7,28,7,2023,touchdown,True,False,False,True
40152029918,401520299,Florida,SEC,Vanderbilt,SEC,18,True,3,24,76,"{'minutes': 0, 'seconds': 36}",4,78,22,"{'minutes': 12, 'seconds': 12}","{'minutes': 3, 'seconds': 24}",7,54,FG,True,28,14,31,14,2023,field_goal,True,False,False,True
40152029920,401520299,Florida,SEC,Vanderbilt,SEC,20,True,4,64,36,"{'minutes': 9, 'seconds': 26}",4,100,0,"{'minutes': 7, 'seconds': 19}","{'minutes': 2, 'seconds': 7}",4,36,TD,True,31,14,38,14,2023,touchdown,True,False,False,False
40152029922,401520299,Florida,SEC,Vanderbilt,SEC,22,False,4,34,66,"{'minutes': 5, 'seconds': 8}",4,72,28,"{'minutes': 0, 'seconds': 0}","{'minutes': 5, 'seconds': 8}",7,38,END OF GAME,True,38,14,38,14,2023,end_of_half,False,False,False,False
4015203251,401520325,Florida,SEC,South Carolina,SEC,1,True,1,66,66,"{'minutes': 14, 'seconds': 54}",1,0,0,"{'minutes': 10, 'seconds': 47}","{'minutes': 4, 'seconds': 7}",9,66,TD,False,0,0,7,0,2023,touchdown,True,False,False,True
4015203253,401520325,Florida,SEC,South Carolina,SEC,3,True,1,75,75,"{'minutes': 7, 'seconds': 49}",1,30,30,"{'minutes': 4, 'seconds': 8}","{'minutes': 3, 'seconds': 41}",8,45,FG,False,7,7,10,7,2023,field_goal,True,False,False,True
4015203255,401520325,Florida,SEC,South Carolina,SEC,5,True,1,75,75,"{'minutes': 2, 'seconds': 2}",2,26,26,"{'minutes': 13, 'seconds': 39}","{'minutes': 3, 'seconds': 23}",10,49,FG,False,10,14,13,14,2023,field_goal,True,False,False,True
4015203257,401520325,Florida,SEC,South Carolina,SEC,7,True,2,82,82,"{'minutes': 10, 'seconds': 36}",2,0,0,"{'minutes': 8, 'seconds': 13}","{'minutes': 2, 'seconds': 23}",5,82,TD,False,13,14,21,14,2023,touchdown,True,False,False,True
4015203259,401520325,Florida,SEC,South Carolina,SEC,9,False,2,75,75,"{'minutes': 4, 'seconds': 57}",2,54,54,"{'minutes': 2, 'seconds': 31}","{'minutes': 2, 'seconds': 26}",6,21,PUNT,False,21,21,21,21,2023,punt,False,True,False,False
40152032511,401520325,Florida,SEC,South Carolina,SEC,11,True,2,55,55,"{'minutes': 1, 'seconds': 24}",2,10,10,"{'minutes': 0, 'seconds': 3}","{'minutes': 1, 'seconds': 21}",5,45,FG,False,21,21,24,21,2023,field_goal,True,False,False,True
40152032514,401520325,Florida,SEC,South Carolina,SEC,14,True,3,75,75,"{'minutes': 10, 'seconds': 26}",3,36,36,"{'minutes': 7, 'seconds': 24}","{'minutes': 3, 'seconds': 2}",6,39,FG,False,24,24,27,24,2023,field_goal,True,False,False,False
40152032516,401520325,Florida,SEC,South Carolina,SEC,16,False,3,78,78,"{'minutes': 5, 'seconds': 46}",3,70,70,"{'minutes': 3, 'seconds': 37}","{'minutes': 2, 'seconds': 9}",4,8,PUNT,False,27,24,27,24,2023,punt,False,True,False,False
40152032518,401520325,Florida,SEC,South Carolina,SEC,18,False,4,75,75,"{'minutes': 14, 'seconds': 55}",4,30,30,"{'minutes': 11, 'seconds': 32}","{'minutes': 3, 'seconds': 23}",6,45,MISSED FG,False,27,31,27,31,2023,field_goal,True,False,False,True
40152032520,401520325,Florida,SEC,South Carolina,SEC,20,True,4,75,75,"{'minutes': 9, 'seconds': 11}",4,0,0,"{'minutes': 4, 'seconds': 40}","{'minutes': 4, 'seconds': 31}",14,75,TD,False,27,37,34,37,2023,touchdown,True,False,False,True
40152032522,401520325,Florida,SEC,South Carolina,SEC,22,True,4,75,75,"{'minutes': 2, 'seconds': 43}",4,0,0,"{'minutes': 0, 'seconds': 47}","{'minutes': 1, 'seconds': 56}",9,75,TD,False,34,37,41,37,2023,touchdown,True,False,False,True
40152032524,401520325,Florida,SEC,South Carolina,SEC,24,True,4,69,69,"{'minutes': 0, 'seconds': 20}",4,100,100,"{'minutes': 0, 'seconds': 4}","{'minutes': 0, 'seconds': 16}",4,-31,SF,False,41,37,41,39,2023,other,False,False,False,False
4015203521,401520352,Florida,SEC,Georgia,SEC,1,True,1,34,66,"{'minutes': 15, 'seconds': 0}",1,100,0,"{'minutes': 11, 'seconds': 19}","{'minutes': 3, 'seconds': 41}",7,66,TD,True,0,0,7,0,2023,touchdown,True,False,False,True
4015203523,401520352,Florida,SEC,Georgia,SEC,3,False,1,25,75,"{'minutes': 6, 'seconds': 16}",1,38,62,"{'minutes': 2, 'seconds': 37}","{'minutes': 3, 'seconds': 39}",6,13,PUNT,True,7,3,7,3,2023,punt,False,True,False,False
4015203525,401520352,Florida,SEC,Georgia,SEC,5,False,1,25,75,"{'minutes': 1, 'seconds': 23}",2,34,66,"{'minutes': 14, 'seconds': 55}","{'minutes': 1, 'seconds': 28}",4,6,DOWNS,True,7,10,7,10,2023,turnover_downs,False,True,False,False
4015203527,401520352,Florida,SEC,Georgia,SEC,7,False,2,8,92,"{'minutes': 13, 'seconds': 25}",2,16,84,"{'minutes': 12, 'seconds': 40}","{'minutes': 0, 'seconds': 45}",2,-14,FUMBLE,True,7,17,7,17,2023,turnover,False,True,False,False
4015203529,401520352,Florida,SEC,Georgia,SEC,9,True,2,25,75,"{'minutes': 10, 'seconds': 34}",2,19,81,"{'minutes': 9, 'seconds': 26}","{'minutes': 1, 'seconds': 8}",3,-6,SF,True,7,24,7,26,2023,other,False,False,False,False
40152035211,401520352,Florida,SEC,Georgia,SEC,11,False,2,18,82,"{'minutes': 7, 'seconds': 10}",2,20,80,"{'minutes': 5, 'seconds': 48}","{'minutes': 1, 'seconds': 22}",3,2,PUNT,True,7,26,7,26,2023,punt,False,True,False,False
40152035213,401520352,Florida,SEC,Georgia,SEC,13,False,2,9,91,"{'minutes': 1, 'seconds': 50}",2,50,50,"{'minutes': 0, 'seconds': 50}","{'minutes': 1, 'seconds': 0}",5,41,PUNT,True,7,26,7,26,2023,punt,False,True,False,False
40152035216,401520352,Florida,SEC,Georgia,SEC,16,False,3,6,94,"{'minutes': 11, 'seconds': 22}",3,19,81,"{'minutes': 9, 'seconds': 15}","{'minutes': 2, 'seconds': 7}",4,13,PUNT,True,7,26,7,26,2023,punt,False,True,False,False
40152035218,401520352,Florida,SEC,Georgia,SEC,18,False,3,25,75,"{'minutes': 7, 'seconds': 5}",3,75,25,"{'minutes': 3, 'seconds': 10}","{'minutes': 3, 'seconds': 55}",7,51,DOWNS,True,7,29,7,29,2023,turnover_downs,False,True,False,False
40152035220,401520352,Florida,SEC,Georgia,SEC,20,True,3,25,75,"{'minutes': 0, 'seconds': 18}",4,100,0,"{'minutes': 12, 'seconds': 29}","{'minutes': 2, 'seconds': 49}",6,75,TD,True,7,36,13,36,2023,touchdown,True,False,False,True
40152035222,401520352,Florida,SEC,Georgia,SEC,22,True,4,3,97,"{'minutes': 5, 'seconds': 57}",4,100,0,"{'minutes': 1, 'seconds': 20}","{'minutes': 4, 'seconds': 37}",12,75,TD,True,13,43,20,43,2023,touchdown,True,False,False,True
4015203632,401520363,Florida,SEC,Arkansas,SEC,2,True,1,25,75,"{'minutes': 12, 'seconds': 6}",1,33,67,"{'minutes': 11, 'seconds': 54}","{'minutes': 0, 'seconds': 12}",1,8,FUMBLE RETURN TD,True,0,7,0,14,2023,touchdown,True,False,True,False
4015203633,401520363,Florida,SEC,Arkansas,SEC,3,False,1,34,66,"{'minutes': 11, 'seconds': 48}",1,35,65,"{'minutes': 10, 'seconds': 20}","{'minutes': 1, 'seconds': 28}",3,1,PUNT,True,0,14,0,14,2023,punt,False,True,False,False
4015203635,401520363,Florida,SEC,Arkansas,SEC,5,True,1,67,33,"{'minutes': 8, 'seconds': 22}",1,100,0,"{'minutes': 5, 'seconds': 33}","{'minutes': 2, 'seconds': 49}",6,33,TD,True,0,14,7,14,2023,touchdown,True,False,False,False
4015203637,401520363,Florida,SEC,Arkansas,SEC,7,True,1,58,42,"{'minutes': 4, 'seconds': 17}",1,100,0,"{'minutes': 2, 'seconds': 4}","{'minutes': 2, 'seconds': 13}",4,42,TD,True,7,14,14,14,2023,touchdown,True,False,False,True
4015203639,401520363,Florida,SEC,Arkansas,SEC,9,False,1,9,91,"{'minutes': 0, 'seconds': 53}",2,10,90,"{'minutes': 14, 'seconds': 7}","{'minutes': 1, 'seconds': 46}",3,1,PUNT,True,14,14,14,14,2023,punt,False,True,False,False
40152036311,401520363,Florida,SEC,Arkansas,SEC,11,False,2,20,80,"{'minutes': 10, 'seconds': 55}",2,30,70,"{'minutes': 7, 'seconds': 34}","{'minutes': 3, 'seconds': 21}",5,10,PUNT,True,14,14,14,14,2023,punt,False,True,False,False
40152036313,401520363,Florida,SEC,Arkansas,SEC,13,True,2,25,75,"{'minutes': 4, 'seconds': 39}",2,71,29,"{'minutes': 0, 'seconds': 29}","{'minutes': 4, 'seconds': 10}",12,46,FG,True,14,17,17,17,2023,field_goal,True,False,False,True
40152036315,401520363,Florida,SEC,Arkansas,SEC,15,False,3,30,70,"{'minutes': 14, 'seconds': 54}",3,41,59,"{'minutes': 12, 'seconds': 49}","{'minutes': 2, 'seconds': 5}",6,11,PUNT,True,17,17,17,17,2023,punt,False,True,False,False
40152036317,401520363,Florida,SEC,Arkansas,SEC,17,False,3,25,75,"{'minutes': 10, 'seconds': 34}",3,23,77,"{'minutes': 8, 'seconds': 57}","{'minutes': 1, 'seconds': 37}",3,-2,PUNT,True,17,20,17,20,2023,punt,False,True,False,False
40152036319,401520363,Florida,SEC,Arkansas,SEC,19,False,3,32,68,"{'minutes': 6, 'seconds': 35}",3,45,55,"{'minutes': 3, 'seconds': 23}","{'minutes': 3, 'seconds': 12}",5,13,PUNT,True,17,20,17,20,2023,punt,False,True,False,False
40152036321,401520363,Florida,SEC,Arkansas,SEC,21,True,3,68,32,"{'minutes': 1, 'seconds': 46}",3,100,0,"{'minutes': 1, 'seconds': 38}","{'minutes': 0, 'seconds': 8}",1,32,TD,True,23,20,23,20,2023,touchdown,True,False,True,False
40152036323,401520363,Florida,SEC,Arkansas,SEC,23,True,4,25,75,"{'minutes': 12, 'seconds': 54}",4,84,16,"{'minutes': 7, 'seconds': 58}","{'minutes': 4, 'seconds': 56}",12,59,FG,True,23,23,26,23,2023,field_goal,True,False,False,True
40152036325,401520363,Florida,SEC,Arkansas,SEC,25,True,4,28,72,"{'minutes': 4, 'seconds': 19}",4,100,0,"{'minutes': 3, 'seconds': 2}","{'minutes': 1, 'seconds': 17}",3,72,TD,True,26,30,33,30,2023,touchdown,True,False,True,True
40152036327,401520363,Florida,SEC,Arkansas,SEC,27,False,4,25,75,"{'minutes': 0, 'seconds': 44}",4,74,26,"{'minutes': 0, 'seconds': 3}","{'minutes': 0, 'seconds': 41}",6,49,MISSED FG,True,33,33,33,33,2023,field_goal,True,False,False,True
40152036329,401520363,Florida,SEC,Arkansas,SEC,29,True,5,75,25,"{'minutes': 0, 'seconds': 0}",5,79,21,"{'minutes': 0, 'seconds': 0}","{'minutes': 0, 'seconds': 0}",4,4,FG,True,33,33,36,33,2023,field_goal,True,False,False,False
4015203892,401520389,Florida,SEC,LSU,SEC,2,True,1,75,75,"{'minutes': 11, 'seconds': 59}",1,0,0,"{'minutes': 8, 'seconds': 58}","{'minutes': 3, 'seconds': 1}",8,75,TD,False,0,7,7,7,2023,touchdown,True,False,False,True
4015203894,401520389,Florida,SEC,LSU,SEC,4,False,1,99,99,"{'minutes': 4, 'seconds': 28}",1,58,58,"{'minutes': 2, 'seconds': 5}","{'minutes': 2, 'seconds': 23}",6,41,FUMBLE,False,7,7,7,7,2023,turnover,False,True,False,False
4015203896,401520389,Florida,SEC,LSU,SEC,6,False,1,59,59,"{'minutes': 0, 'seconds': 53}",2,56,56,"{'minutes': 14, 'seconds': 38}","{'minutes': 1, 'seconds': 15}",3,3,PUNT,False,7,7,7,7,2023,punt,False,True,False,False
4015203898,401520389,Florida,SEC,LSU,SEC,8,False,2,65,65,"{'minutes': 11, 'seconds': 52}",2,58,58,"{'minutes': 8, 'seconds': 34}","{'minutes': 3, 'seconds': 18}",6,7,PUNT,False,7,10,7,10,2023,punt,False,True,False,False
40152038910,401520389,Florida,SEC,LSU,SEC,10,True,2,75,75,"{'minutes': 8, 'seconds': 21}",2,0,0,"{'minutes': 4, 'seconds': 30}","{'minutes': 3, 'seconds': 51}",8,75,TD,False,7,17,14,17,2023,touchdown,True,False,False,True
40152038912,401520389,Florida,SEC,LSU,SEC,12,False,2,90,90,"{'minutes': 2, 'seconds': 11}",2,82,82,"{'minutes': 0, 'seconds': 0}","{'minutes': 2, 'seconds': 11}",3,8,END OF HALF,False,14,17,14,17,2023,end_of_half,False,False,False,False
40152038913,401520389,Florida,SEC,LSU,SEC,13,False,3,77,77,"{'minutes': 14, 'seconds': 48}",3,72,72,"{'minutes': 13, 'seconds': 37}","{'minutes': 1, 'seconds': 11}",3,5,PUNT,False,14,17,14,17,2023,punt,False,True,False,False
40152038915,401520389,Florida,SEC,LSU,SEC,15,True,3,75,75,"{'minutes': 11, 'seconds': 5}",3,0,0,"{'minutes': 9, 'seconds': 37}","{'minutes': 1, 'seconds': 28}",4,75,TD,False,14,24,21,24,2023,touchdown,True,False,False,True
40152038916,401520389,Florida,SEC,LSU,SEC,16,True,3,23,23,"{'minutes': 9, 'seconds': 32}",3,0,0,"{'minutes': 7, 'seconds': 16}","{'minutes': 2, 'seconds': 16}",5,23,TD,False,21,24,28,24,2023,touchdown,True,False,False,False
40152038918,401520389,Florida,SEC,LSU,SEC,18,False,3,75,75,"{'minutes': 6, 'seconds': 9}",3,70,70,"{'minutes': 4, 'seconds': 19}","{'minutes': 1, 'seconds': 50}",3,5,PUNT,False,28,31,28,31,2023,punt,False,True,False,False
40152038920,401520389,Florida,SEC,LSU,SEC,20,True,3,75,75,"{'minutes': 2, 'seconds': 18}",4,0,0,"{'minutes': 10, 'seconds': 27}","{'minutes': 6, 'seconds': 51}",13,75,TD,False,28,38,35,38,2023,touchdown,True,False,False,True
40152038922,401520389,Florida,SEC,LSU,SEC,22,False,4,70,70,"{'minutes': 9, 'seconds': 14}",4,51,51,"{'minutes': 6, 'seconds': 34}","{'minutes': 2, 'seconds': 40}",5,19,DOWNS,False,35,45,35,45,2023,turnover_downs,False,True,False,False
40152038924,401520389,Florida,SEC,LSU,SEC,24,False,4,75,75,"{'minutes': 2, 'seconds': 25}",4,5,5,"{'minutes': 0, 'seconds': 28}","{'minutes': 1, 'seconds': 57}",13,70,DOWNS,False,35,52,35,52,2023,turnover_downs,False,True,False,False
4015204132,401520413,Florida,SEC,Missouri,SEC,2,True,1,80,80,"{'minutes': 10, 'seconds': 28}",1,0,0,"{'minutes': 7, 'seconds': 49}","{'minutes': 2, 'seconds': 39}",5,80,TD,False,0,3,7,3,2023,touchdown,True,False,False,True
4015204134,401520413,Florida,SEC,Missouri,SEC,4,False,1,84,84,"{'minutes': 6, 'seconds': 8}",1,85,85,"{'minutes': 3, 'seconds': 42}","{'minutes': 2, 'seconds': 26}",3,-1,PUNT,False,7,3,7,3,2023,punt,False,True,False,False
4015204136,401520413,Florida,SEC,Missouri,SEC,6,False,1,89,89,"{'minutes': 1, 'seconds': 47}",1,87,87,"{'minutes': 0, 'seconds': 27}","{'minutes': 1, 'seconds': 20}",3,2,PUNT,False,7,3,7,3,2023,punt,False,True,False,False
4015204138,401520413,Florida,SEC,Missouri,SEC,8,False,2,75,75,"{'minutes': 14, 'seconds': 29}",2,51,51,"{'minutes': 9, 'seconds': 43}","{'minutes': 4, 'seconds': 46}",8,24,PUNT,False,7,10,7,10,2023,punt,False,True,False,False
40152041310,401520413,Florida,SEC,Missouri,SEC,10,False,2,80,80,"{'minutes': 6, 'seconds': 21}",2,60,60,"{'minutes': 4, 'seconds': 3}","{'minutes': 2, 'seconds': 18}",5,20,INT,False,7,10,7,10,2023,other,False,False,False,False
40152041312,401520413,Florida,SEC,Missouri,SEC,12,False,2,75,75,"{'minutes': 1, 'seconds': 21}",2,45,45,"{'minutes': 0, 'seconds': 0}","{'minutes': 1, 'seconds': 21}",6,30,END OF HALF,False,7,13,7,13,2023,end_of_half,False,False,False,False
40152041313,401520413,Florida,SEC,Missouri,SEC,13,True,3,75,75,"{'minutes': 15, 'seconds': 0}",3,0,0,"{'minutes': 11, 'seconds': 54}","{'minutes': 3, 'seconds': 6}",4,75,TD,False,7,13,14,13,2023,touchdown,True,False,False,True
40152041315,401520413,Florida,SEC,Missouri,SEC,15,True,3,82,82,"{'minutes': 8, 'seconds': 46}",3,0,0,"{'minutes': 7, 'seconds': 16}","{'minutes': 1, 'seconds': 30}",3,82,TD,False,14,20,21,20,2023,touchdown,True,False,True,True
40152041317,401520413,Florida,SEC,Missouri,SEC,17,False,3,75,75,"{'minutes': 3, 'seconds': 53}",4,19,19,"{'minutes': 14, 'seconds': 1}","{'minutes': 4, 'seconds': 52}",10,56,FUMBLE,False,21,23,21,23,2023,turnover,False,True,False,False
40152041319,401520413,Florida,SEC,Missouri,SEC,19,True,4,75,75,"{'minutes': 13, 'seconds': 14}",4,0,0,"{'minutes': 7, 'seconds': 49}","{'minutes': 5, 'seconds': 25}",10,75,TD,False,21,30,28,30,2023,touchdown,True,False,False,True
40152041321,401520413,Florida,SEC,Missouri,SEC,21,True,4,62,62,"{'minutes': 4, 'seconds': 44}",4,17,17,"{'minutes': 1, 'seconds': 36}","{'minutes': 3, 'seconds': 8}",8,45,FG,False,28,30,31,30,2023,field_goal,True,False,False,True
40152041323,401520413,Florida,SEC,Missouri,SEC,23,False,4,75,75,"{'minutes': 0, 'seconds': 5}",4,58,58,"{'minutes': 0, 'seconds': 0}","{'minutes': 0, 'seconds': 5}",2,17,END OF GAME,False,31,33,31,33,2023,end_of_half,False,False,False,False
4015204291,401520429,Florida,SEC,Florida State,ACC,1,False,1,25,75,"{'minutes': 15, 'seconds': 0}",1,70,30,"{'minutes': 7, 'seconds': 58}","{'minutes': 7, 'seconds': 2}",13,45,MISSED FG,True,0,0,0,0,2023,field_goal,True,False,False,True
4015204293,401520429,Florida,SEC,Florida State,ACC,3,True,1,30,70,"{'minutes': 6, 'seconds': 35}",2,100,0,"{'minutes': 14, 'seconds': 31}","{'minutes': 7, 'seconds': 4}",13,70,TD,True,0,0,7,0,2023,touchdown,True,False,False,True
4015204295,401520429,Florida,SEC,Florida State,ACC,5,True,2,60,40,"{'minutes': 13, 'seconds': 0}",2,83,17,"{'minutes': 10, 'seconds': 21}","{'minutes': 2, 'seconds': 39}",5,23,FG,True,7,0,10,0,2023,field_goal,True,False,False,False
4015204297,401520429,Florida,SEC,Florida State,ACC,7,False,2,23,77,"{'minutes': 8, 'seconds': 54}",2,32,68,"{'minutes': 6, 'seconds': 29}","{'minutes': 2, 'seconds': 25}",3,9,PUNT,True,10,0,10,0,2023,punt,False,True,False,False
4015204299,401520429,Florida,SEC,Florida State,ACC,9,False,2,54,46,"{'minutes': 5, 'seconds': 2}",2,47,53,"{'minutes': 4, 'seconds': 2}","{'minutes': 1, 'seconds': 0}",3,-7,PUNT,True,12,0,12,0,2023,punt,False,True,False,False
40152042911,401520429,Florida,SEC,Florida State,ACC,11,False,2,25,75,"{'minutes': 0, 'seconds': 26}",2,66,34,"{'minutes': 0, 'seconds': 0}","{'minutes': 0, 'seconds': 26}",3,41,MISSED FG,True,12,7,12,7,2023,field_goal,True,False,True,True
40152042913,401520429,Florida,SEC,Florida State,ACC,13,True,3,25,75,"{'minutes': 12, 'seconds': 31}",3,81,19,"{'minutes': 5, 'seconds': 58}","{'minutes': 6, 'seconds': 33}",11,56,FG,True,12,14,15,14,2023,field_goal,True,False,False,True
40152042915,401520429,Florida,SEC,Florida State,ACC,15,False,3,30,70,"{'minutes': 3, 'seconds': 52}",3,32,68,"{'minutes': 1, 'seconds': 31}","{'minutes': 2, 'seconds': 21}",3,2,PUNT,True,15,14,15,14,2023,punt,False,True,False,False
40152042917,401520429,Florida,SEC,Florida State,ACC,17,False,3,23,77,"{'minutes': 0, 'seconds': 36}",4,30,70,"{'minutes': 13, 'seconds': 15}","{'minutes': 2, 'seconds': 21}",3,7,PUNT,True,15,14,15,14,2023,punt,False,True,False,False
40152042919,401520429,Florida,SEC,Florida State,ACC,19,False,4,25,75,"{'minutes': 7, 'seconds': 17}",4,18,82,"{'minutes': 5, 'seconds': 37}","{'minutes': 1, 'seconds': 40}",3,-7,PUNT,True,15,17,15,17,2023,punt,False,True,False,False
40152042921,401520429,Florida,SEC,Florida State,ACC,21,False,4,25,75,"{'minutes': 2, 'seconds': 48}",4,20,80,"{'minutes': 1, 'seconds': 33}","{'minutes': 1, 'seconds': 15}",4,-5,DOWNS,True,15,24,15,24,2023,turnover_downs,False,True,False,False
4016283221,401628322,Florida,SEC,Miami,ACC,1,False,1,25,75,"{'minutes': 15, 'seconds': 0}",1,38,62,"{'minutes': 12, 'seconds': 27}","{'minutes': 2, 'seconds': 33}",4,13,PUNT,True,0,0,0,0,2024,punt,False,True,False,False
4016283223,401628322,Florida,SEC,Miami,ACC,3,False,1,25,75,"{'minutes': 6, 'seconds': 48}",1,59,41,"{'minutes': 4, 'seconds': 24}","{'minutes': 2, 'seconds': 24}",5,34,PUNT,True,0,7,0,7,2024,punt,False,True,False,False
4016283225,401628322,Florida,SEC,Miami,ACC,5,True,1,67,33,"{'minutes': 2, 'seconds': 25}",1,77,23,"{'minutes': 0, 'seconds': 19}","{'minutes': 2, 'seconds': 6}",6,10,FG,True,0,7,3,7,2024,field_goal,True,False,False,False
4016283227,401628322,Florida,SEC,Miami,ACC,7,False,2,25,75,"{'minutes': 9, 'seconds': 53}",2,58,42,"{'minutes': 8, 'seconds': 4}","{'minutes': 1, 'seconds': 49}",5,33,DOWNS,True,3,10,3,10,2024,turnover_downs,False,True,False,False
4016283229,401628322,Florida,SEC,Miami,ACC,9,False,2,25,75,"{'minutes': 6, 'seconds': 41}",2,32,68,"{'minutes': 5, 'seconds': 47}","{'minutes': 0, 'seconds': 54}",3,7,PUNT,True,3,17,3,17,2024,punt,False,True,False,False
40162832211,401628322,Florida,SEC,Miami,ACC,11,True,2,29,71,"{'minutes': 3, 'seconds': 32}",2,100,0,"{'minutes': 3, 'seconds': 21}","{'minutes': 0, 'seconds': 11}",1,71,TD,True,10,17,10,17,2024,touchdown,True,False,True,True
40162832213,401628322,Florida,SEC,Miami,ACC,13,False,2,25,75,"{'minutes': 0, 'seconds': 45}",2,17,83,"{'minutes': 0, 'seconds': 0}","{'minutes': 0, 'seconds': 45}",1,-8,END OF HALF,True,10,24,10,24,2024,end_of_half,False,False,False,False
40162832215,401628322,Florida,SEC,Miami,ACC,15,False,3,25,75,"{'minutes': 12, 'seconds': 25}",3,32,68,"{'minutes': 9, 'seconds': 57}","{'minutes': 2, 'seconds': 28}",4,7,PUNT,True,10,31,10,31,2024,punt,False,True,False,False
40162832217,401628322,Florida,SEC,Miami,ACC,17,False,3,25,75,"{'minutes': 6, 'seconds': 8}",3,76,24,"{'minutes': 0, 'seconds': 24}","{'minutes': 5, 'seconds': 44}",11,51,INT,True,10,38,10,38,2024,other,False,False,False,False
