id,gameId,offense,offenseConference,defense,defenseConference,driveNumber,scoring,startPeriod,startYardline,startYardsToGoal,startTime,endPeriod,endYardline,endYardsToGoal,endTime,elapsed,plays,yards,driveResult,isHomeOffense,startOffenseScore,startDefenseScore,endOffenseScore,endDefenseScore,season,result_cat,scored,empty,quick_score,explosive
4014039379,401403937,Florida,SEC,Texas A&M,SEC,9,False,2,72,72,"{'minutes': 2, 'seconds': 32}",2,73,73,"{'minutes': 2, 'seconds': 4}","{'minutes': 0, 'seconds': 28}",3,-1,PUNT,False,20,17,20,17,2022,punt,False,True,False,False
40140393711,401403937,Florida,SEC,Texas A&M,SEC,11,False,2,75,75,"{'minutes': 1, 'seconds': 0}",2,82,82,"{'minutes': 0, 'seconds': 1}","{'minutes': 0, 'seconds': 59}",2,-7,END OF HALF,False,20,24,20,24,2022,end_of_half,False,False,False,False
40140393713,401403937,Florida,SEC,Texas A&M,SEC,13,True,3,40,40,"{'minutes': 14, 'seconds': 4}",3,0,0,"{'minutes': 13, 'seconds': 32}","{'minutes': 0, 'seconds': 32}",2,40,TD,False,20,24,27,24,2022,touchdown,True,False,True,True
40140393715,401403937,Florida,SEC,Texas A&M,SEC,15,False,3,70,70,"{'minutes': 12, 'seconds': 13}",3,77,77,"{'minutes': 10, 'seconds': 36}","{'minutes': 1, 'seconds': 37}",3,-7,PUNT,False,27,24,27,24,2022,punt,False,True,False,False
40140393717,401403937,Florida,SEC,Texas A&M,SEC,17,True,3,81,81,"{'minutes': 9, 'seconds': 4}",3,0,0,"{'minutes': 3, 'seconds': 58}","{'minutes': 5, 'seconds': 6}",10,81,TD,False,27,24,34,24,2022,touchdown,True,False,False,True
40140393719,401403937,Florida,SEC,Texas A&M,SEC,19,False,3,79,79,"{'minutes': 3, 'seconds': 17}",4,11,11,"{'minutes': 14, 'seconds': 5}","{'minutes': 4, 'seconds': 12}",11,68,MISSED FG,False,34,24,34,24,2022,field_goal,True,False,False,True
40140393721,401403937,Florida,SEC,Texas A&M,SEC,21,False,4,64,64,"{'minutes': 10, 'seconds': 46}",4,60,60,"{'minutes': 9, 'seconds': 53}","{'minutes': 0, 'seconds': 53}",3,4,PUNT,False,34,24,34,24,2022,punt,False,True,False,False
40140393723,401403937,Florida,SEC,Texas A&M,SEC,23,False,4,29,29,"{'minutes': 9, 'seconds': 14}",4,1,1,"{'minutes': 4, 'seconds': 26}","{'minutes': 4, 'seconds': 48}",7,20,DOWNS,False,34,24,34,24,2022,turnover_downs,False,True,False,False
40140393725,401403937,Florida,SEC,Texas A&M,SEC,25,True,4,24,24,"{'minutes': 3, 'seconds': 36}",4,0,0,"{'minutes': 1, 'seconds': 21}","{'minutes': 2, 'seconds': 15}",4,24,TD,False,34,24,41,24,2022,touchdown,True,False,False,False
40140393727,401403937,Florida,SEC,Texas A&M,SEC,27,False,4,81,81,"{'minutes': 0, 'seconds': 14}",4,80,80,"{'minutes': 0, 'seconds': 0}","{'minutes': 0, 'seconds': 13}",1,-1,Uncategorized,False,41,24,41,24,2022,other,False,False,False,False
4014039411,401403941,Florida,SEC,South Carolina,SEC,1,True,1,25,75,"{'minutes': 15, 'seconds': 0}",1,100,0,"{'minutes': 9, 'seconds': 17}","{'minutes': 5, 'seconds': 43}",14,75,TD,True,0,0,7,0,2022,touchdown,True,False,False,True
4014039413,401403941,Florida,SEC,South Carolina,SEC,3,True,1,36,64,"{'minutes': 7, 'seconds': 11}",1,100,0,"{'minutes': 4, 'seconds': 31}","{'minutes': 2, 'seconds': 40}",7,64,TD,True,7,0,14,0,2022,touchdown,True,False,False,True
4014039415,401403941,Florida,SEC,South Carolina,SEC,5,True,1,15,85,"{'minutes': 2, 'seconds': 20}",1,100,0,"{'minutes': 1, 'seconds': 59}","{'minutes': 0, 'seconds': 21}",2,85,TD,True,14,0,21,0,2022,touchdown,True,False,True,True
4014039417,401403941,Florida,SEC,South Carolina,SEC,7,True,2,7,93,"{'minutes': 12, 'seconds': 43}",2,89,11,"{'minutes': 6, 'seconds': 24}","{'minutes': 6, 'seconds': 19}",11,82,FG,True,21,0,24,0,2022,field_goal,True,False,False,True
4014039419,401403941,Florida,SEC,South Carolina,SEC,9,False,2,25,75,"{'minutes': 1, 'seconds': 52}",2,71,29,"{'minutes': 0, 'seconds': 0}","{'minutes': 1, 'seconds': 52}",7,46,END OF HALF,True,24,6,24,6,2022,end_of_half,False,False,False,False
40140394111,401403941,Florida,SEC,South Carolina,SEC,11,False,3,69,31,"{'minutes': 14, 'seconds': 44}",3,81,19,"{'minutes': 11, 'seconds': 42}","{'minutes': 3, 'seconds': 2}",6,12,MISSED FG,True,24,6,24,6,2022,field_goal,True,False,False,False
40140394113,401403941,Florida,SEC,South Carolina,SEC,13,True,3,88,12,"{'minutes': 10, 'seconds': 58}",3,100,0,"{'minutes': 9, 'seconds': 43}","{'minutes': 1, 'seconds': 15}",3,12,TD,True,24,6,31,6,2022,touchdown,True,False,True,False
40140394115,401403941,Florida,SEC,South Carolina,SEC,15,False,3,66,34,"{'minutes': 9, 'seconds': 27}",3,72,28,"{'minutes': 7, 'seconds': 14}","{'minutes': 2, 'seconds': 13}",7,6,DOWNS,True,31,6,31,6,2022,turnover_downs,False,True,False,False
40140394117,401403941,Florida,SEC,South Carolina,SEC,17,False,3,3,97,"{'minutes': 3, 'seconds': 55}",3,22,78,"{'minutes': 0, 'seconds': 45}","{'minutes': 3, 'seconds': 10}",6,19,PUNT,True,31,6,31,6,2022,punt,False,True,False,False
40140394119,401403941,Florida,SEC,South Carolina,SEC,19,False,4,17,83,"{'minutes': 13, 'seconds': 41}",4,29,71,"{'minutes': 11, 'seconds': 24}","{'minutes': 2, 'seconds': 17}",4,12,PUNT,True,31,6,31,6,2022,punt,False,True,False,False
40140394121,401403941,Florida,SEC,South Carolina,SEC,21,True,4,52,48,"{'minutes': 10, 'seconds': 10}",4,100,0,"{'minutes': 6, 'seconds': 2}","{'minutes': 4, 'seconds': 8}",8,48,TD,True,31,6,38,6,2022,touchdown,True,False,False,True
40140394123,401403941,Florida,SEC,South Carolina,SEC,23,False,4,42,58,"{'minutes': 4, 'seconds': 34}",4,91,9,"{'minutes': 1, 'seconds': 14}","{'minutes': 3, 'seconds': 20}",6,49,FUMBLE,True,38,6,38,6,2022,turnover,False,True,False,False
4014039552,401403955,Florida,SEC,Vanderbilt,SEC,2,True,1,72,72,"{'minutes': 13, 'seconds': 35}",1,9,9,"{'minutes': 8, 'seconds': 21}","{'minutes': 5, 'seconds': 14}",11,63,FG,False,0,0,3,0,2022,field_goal,True,False,False,True
4014039554,401403955,Florida,SEC,Vanderbilt,SEC,4,False,1,76,76,"{'minutes': 3, 'seconds': 48}",1,62,62,"{'minutes': 2, 'seconds': 35}","{'minutes': 1, 'seconds': 13}",4,14,PUNT,False,3,0,3,0,2022,punt,False,True,False,False
4014039556,401403955,Florida,SEC,Vanderbilt,SEC,6,True,2,75,75,"{'minutes': 9, 'seconds': 58}",2,27,27,"{'minutes': 4, 'seconds': 38}","{'minutes': 5, 'seconds': 20}",9,48,FG,False,3,7,6,7,2022,field_goal,True,False,False,True
4014039558,401403955,Florida,SEC,Vanderbilt,SEC,8,False,2,75,75,"{'minutes': 3, 'seconds': 22}",2,68,68,"{'minutes': 1, 'seconds': 19}","{'minutes': 2, 'seconds': 3}",4,7,PUNT,False,6,14,6,14,2022,punt,False,True,False,False
40140395510,401403955,Florida,SEC,Vanderbilt,SEC,10,True,3,75,75,"{'minutes': 15, 'seconds': 0}",3,0,0,"{'minutes': 10, 'seconds': 17}","{'minutes': 4, 'seconds': 43}",11,75,TD,False,6,14,12,14,2022,touchdown,True,False,False,True
40140395512,401403955,Florida,SEC,Vanderbilt,SEC,12,False,3,76,76,"{'minutes': 3, 'seconds': 17}",3,76,76,"{'minutes': 2, 'seconds': 17}","{'minutes': 1, 'seconds': 0}",3,0,INT,False,12,21,12,21,2022,other,False,False,False,False
40140395514,401403955,Florida,SEC,Vanderbilt,SEC,14,False,3,75,75,"{'minutes': 2, 'seconds': 6}",3,72,72,"{'minutes': 0, 'seconds': 28}","{'minutes': 1, 'seconds': 38}",3,3,PUNT,False,12,28,12,28,2022,punt,False,True,False,False
40140395516,401403955,Florida,SEC,Vanderbilt,SEC,16,True,4,91,91,"{'minutes': 12, 'seconds': 30}",4,0,0,"{'minutes': 12, 'seconds': 3}","{'minutes': 0, 'seconds': 27}",2,91,TD,False,12,28,18,28,2022,touchdown,True,False,True,True
40140395518,401403955,Florida,SEC,Vanderbilt,SEC,18,False,4,95,95,"{'minutes': 6, 'seconds': 32}",4,88,88,"{'minutes': 4, 'seconds': 59}","{'minutes': 1, 'seconds': 33}",4,7,DOWNS,False,18,28,18,28,2022,turnover_downs,False,True,False,False
40140395520,401403955,Florida,SEC,Vanderbilt,SEC,20,True,4,75,75,"{'minutes': 4, 'seconds': 33}",4,0,0,"{'minutes': 3, 'seconds': 13}","{'minutes': 1, 'seconds': 20}",7,75,TD,False,18,31,24,31,2022,touchdown,True,False,False,True
40140395522,401403955,Florida,SEC,Vanderbilt,SEC,22,False,4,91,91,"{'minutes': 0, 'seconds': 46}",4,34,34,"{'minutes': 0, 'seconds': 0}","{'minutes': 0, 'seconds': 46}",8,57,END OF GAME,False,24,31,24,31,2022,end_of_half,False,False,False,False
4014039582,401403958,Florida,SEC,Florida State,ACC,2,False,1,54,54,"{'minutes': 13, 'seconds': 40}",1,46,46,"{'minutes': 12, 'seconds': 4}","{'minutes': 1, 'seconds': 36}",4,8,DOWNS,False,0,0,0,0,2022,turnover_downs,False,True,False,False
4014039584,401403958,Florida,SEC,Florida State,ACC,4,True,1,52,52,"{'minutes': 11, 'seconds': 30}",1,0,0,"{'minutes': 11, 'seconds': 14}","{'minutes': 0, 'seconds': 16}",1,52,TD,False,0,7,7,7,2022,touchdown,True,False,True,True
4014039586,401403958,Florida,SEC,Florida State,ACC,6,True,1,64,64,"{'minutes': 8, 'seconds': 27}",1,0,0,"{'minutes': 4, 'seconds': 6}","{'minutes': 4, 'seconds': 21}",9,63,TD,False,7,7,14,7,2022,touchdown,True,False,False,True
4014039588,401403958,Florida,SEC,Florida State,ACC,8,False,1,75,75,"{'minutes': 1, 'seconds': 28}",2,56,56,"{'minutes': 14, 'seconds': 53}","{'minutes': 1, 'seconds': 35}",4,19,INT,False,14,14,14,14,2022,other,False,False,False,False
40140395810,401403958,Florida,SEC,Florida State,ACC,10,True,2,80,80,"{'minutes': 11, 'seconds': 35}",2,0,0,"{'minutes': 9, 'seconds': 25}","{'minutes': 2, 'seconds': 10}",4,80,TD,False,14,14,21,14,2022,touchdown,True,False,False,True
40140395812,401403958,Florida,SEC,Florida State,ACC,12,True,2,80,80,"{'minutes': 5, 'seconds': 44}",2,24,24,"{'minutes': 0, 'seconds': 42}","{'minutes': 5, 'seconds': 2}",13,56,FG,False,21,21,24,21,2022,field_goal,True,False,False,True
40140395814,401403958,Florida,SEC,Florida State,ACC,14,False,2,71,71,"{'minutes': 0, 'seconds': 15}",2,72,72,"{'minutes': 0, 'seconds': 0}","{'minutes': 0, 'seconds': 15}",1,-1,END OF HALF,False,24,21,24,21,2022,end_of_half,False,False,False,False
40140395815,401403958,Florida,SEC,Florida State,ACC,15,False,3,75,75,"{'minutes': 15, 'seconds': 0}",3,73,73,"{'minutes': 14, 'seconds': 5}","{'minutes': 0, 'seconds': 55}",3,2,PUNT,False,24,21,24,21,2022,punt,False,True,False,False
40140395817,401403958,Florida,SEC,Florida State,ACC,17,False,3,75,75,"{'minutes': 8, 'seconds': 53}",3,76,76,"{'minutes': 7, 'seconds': 51}","{'minutes': 1, 'seconds': 2}",3,-1,PUNT,False,24,24,24,24,2022,punt,False,True,False,False
40140395819,401403958,Florida,SEC,Florida State,ACC,19,False,3,75,75,"{'minutes': 4, 'seconds': 21}",3,78,78,"{'minutes': 3, 'seconds': 20}","{'minutes': 1, 'seconds': 1}",3,-3,PUNT,False,24,31,24,31,2022,punt,False,True,False,False
40140395821,401403958,Florida,SEC,Florida State,ACC,21,True,3,75,75,"{'minutes': 2, 'seconds': 28}",4,0,0,"{'minutes': 10, 'seconds': 35}","{'minutes': 6, 'seconds': 53}",13,75,TD,False,24,38,31,38,2022,touchdown,True,False,False,True
40140395823,401403958,Florida,SEC,Florida State,ACC,23,True,4,50,50,"{'minutes': 9, 'seconds': 1}",4,0,0,"{'minutes': 7, 'seconds': 41}","{'minutes': 1, 'seconds': 20}",3,50,TD,False,31,38,38,38,2022,touchdown,True,False,True,True
40140395825,401403958,Florida,SEC,Florida State,ACC,25,False,4,75,75,"{'minutes': 4, 'seconds': 6}",4,26,26,"{'minutes': 0, 'seconds': 39}","{'minutes': 3, 'seconds': 27}",13,49,DOWNS,False,38,45,38,45,2022,turnover_downs,False,True,False,False
4014419991,401441999,Florida,SEC,Oregon State,Pac-12,1,False,1,75,75,"{'minutes': 15, 'seconds': 0}",1,77,77,"{'minutes': 14, 'seconds': 10}","{'minutes': 0, 'seconds': 50}",3,-2,PUNT,False,0,0,0,0,2022,punt,False,True,False,False
4014419993,401441999,Florida,SEC,Oregon State,Pac-12,3,False,1,86,86,"{'minutes': 12, 'seconds': 2}",1,35,35,"{'minutes': 5, 'seconds': 49}","{'minutes': 6, 'seconds': 13}",11,51,MISSED FG,False,0,0,0,0,2022,field_goal,True,False,False,True
4014419995,401441999,Florida,SEC,Oregon State,Pac-12,5,False,1,75,75,"{'minutes': 2, 'seconds': 10}",2,36,36,"{'minutes': 13, 'seconds': 0}","{'minutes': 4, 'seconds': 10}",8,39,DOWNS,False,0,7,0,7,2022,turnover_downs,False,True,False,False
4014419997,401441999,Florida,SEC,Oregon State,Pac-12,7,False,2,88,88,"{'minutes': 11, 'seconds': 33}",2,83,83,"{'minutes': 9, 'seconds': 52}","{'minutes': 1, 'seconds': 41}",3,5,PUNT,False,0,7,0,7,2022,punt,False,True,False,False
4014419999,401441999,Florida,SEC,Oregon State,Pac-12,9,False,2,74,74,"{'minutes': 4, 'seconds': 32}",2,84,84,"{'minutes': 2, 'seconds': 43}","{'minutes': 1, 'seconds': 49}",3,-10,PUNT,False,0,10,0,10,2022,punt,False,True,False,False
40144199912,401441999,Florida,SEC,Oregon State,Pac-12,12,False,3,81,81,"{'minutes': 10, 'seconds': 20}",3,86,86,"{'minutes': 9, 'seconds': 9}","{'minutes': 1, 'seconds': 11}",3,-5,PUNT,False,0,17,0,17,2022,punt,False,True,False,False
40144199914,401441999,Florida,SEC,Oregon State,Pac-12,14,False,3,71,71,"{'minutes': 8, 'seconds': 44}",3,61,61,"{'minutes': 4, 'seconds': 35}","{'minutes': 4, 'seconds': 9}",6,10,PUNT,False,0,23,0,23,2022,punt,False,True,False,False
40144199916,401441999,Florida,SEC,Oregon State,Pac-12,16,False,4,80,80,"{'minutes': 13, 'seconds': 2}",4,20,20,"{'minutes': 7, 'seconds': 54}","{'minutes': 5, 'seconds': 8}",8,57,DOWNS,False,0,30,0,30,2022,turnover_downs,False,True,False,False
40144199918,401441999,Florida,SEC,Oregon State,Pac-12,18,True,4,87,87,"{'minutes': 5, 'seconds': 51}",4,23,23,"{'minutes': 0, 'seconds': 37}","{'minutes': 5, 'seconds': 14}",12,64,FG,False,0,30,3,30,2022,field_goal,True,False,False,True
4015201761,401520176,Florida,SEC,Utah,Pac-12,1,False,1,81,81,"{'minutes': 15, 'seconds': 0}",1,77,77,"{'minutes': 13, 'seconds': 21}","{'minutes': 1, 'seconds': 39}",3,4,PUNT,False,0,0,0,0,2023,punt,False,True,False,False
4015201763,401520176,Florida,SEC,Utah,Pac-12,3,False,1,75,75,"{'minutes': 13, 'seconds': 10}",1,70,70,"{'minutes': 11, 'seconds': 42}","{'minutes': 1, 'seconds': 28}",3,5,PUNT,False,0,7,0,7,2023,punt,False,True,False,False
4015201765,401520176,Florida,SEC,Utah,Pac-12,5,True,1,80,80,"{'minutes': 6, 'seconds': 57}",1,15,15,"{'minutes': 2, 'seconds': 27}","{'minutes': 4, 'seconds': 30}",7,65,FG,False,0,7,3,7,2023,field_goal,True,False,False,True
4015201767,401520176,Florida,SEC,Utah,Pac-12,7,False,1,63,63,"{'minutes': 1, 'seconds': 23}",2,14,14,"{'minutes': 13, 'seconds': 35}","{'minutes': 2, 'seconds': 48}",7,49,MISSED FG,False,3,7,3,7,2023,field_goal,True,False,False,True
4015201769,401520176,Florida,SEC,Utah,Pac-12,9,False,2,75,75,"{'minutes': 7, 'seconds': 50}",2,75,75,"{'minutes': 5, 'seconds': 49}","{'minutes': 2, 'seconds': 1}",5,0,PUNT,False,3,14,3,14,2023,punt,False,True,False,False
40152017611,401520176,Florida,SEC,Utah,Pac-12,11,False,2,71,71,"{'minutes': 2, 'seconds': 52}",2,76,76,"{'minutes': 1, 'seconds': 3}","{'minutes': 1, 'seconds': 49}",3,-5,PUNT,False,3,17,3,17,2023,punt,False,True,False,False
40152017613,401520176,Florida,SEC,Utah,Pac-12,13,False,2,91,91,"{'minutes': 0, 'seconds': 9}",2,92,92,"{'minutes': 0, 'seconds': 0}","{'minutes': 0, 'seconds': 9}",1,-1,END OF HALF,False,3,17,3,17,2023,end_of_half,False,False,False,False
40152017615,401520176,Florida,SEC,Utah,Pac-12,15,False,3,93,93,"{'minutes': 13, 'seconds': 36}",3,89,89,"{'minutes': 12, 'seconds': 12}","{'minutes': 1, 'seconds': 24}",3,4,INT,False,3,17,3,17,2023,other,False,False,False,False
40152017617,401520176,Florida,SEC,Utah,Pac-12,17,False,3,75,75,"{'minutes': 11, 'seconds': 6}",3,15,15,"{'minutes': 8, 'seconds': 6}","{'minutes': 3, 'seconds': 0}",6,59,DOWNS,False,3,24,3,24,2023,turnover_downs,False,True,False,False
40152017619,401520176,Florida,SEC,Utah,Pac-12,19,False,3,69,69,"{'minutes': 5, 'seconds': 48}",3,45,45,"{'minutes': 3, 'seconds': 54}","{'minutes': 1, 'seconds': 54}",6,12,DOWNS,False,3,24,3,24,2023,turnover_downs,False,True,False,False
40152017621,401520176,Florida,SEC,Utah,Pac-12,21,True,3,98,98,"{'minutes': 1, 'seconds': 16}",4,0,0,"{'minutes': 9, 'seconds': 22}","{'minutes': 6, 'seconds': 54}",13,98,TD,False,3,24,11,24,2023,touchdown,True,False,False,True
40152017623,401520176,Florida,SEC,Utah,Pac-12,23,False,4,63,63,"{'minutes': 5, 'seconds': 59}",4,30,30,"{'minutes': 1, 'seconds': 39}","{'minutes': 4, 'seconds': 20}",10,33,DOWNS,False,11,24,11,24,2023,turnover_downs,False,True,False,False
4015201901,401520190,Florida,SEC,McNeese,Southland,1,True,1,38,62,"{'minutes': 14, 'seconds': 53}",1,100,0,"{'minutes': 10, 'seconds': 59}","{'minutes': 3, 'seconds': 54}",9,62,TD,True,0,0,6,0,2023,touchdown,True,False,False,True
4015201903,401520190,Florida,SEC,McNeese,Southland,3,True,1,1,99,"{'minutes': 5, 'seconds': 56}",1,100,0,"{'minutes': 0, 'seconds': 28}","{'minutes': 5, 'seconds': 28}",11,99,TD,True,6,0,13,0,2023,touchdown,True,False,False,True
4015201905,401520190,Florida,SEC,McNeese,Southland,5,True,2,25,75,"{'minutes': 12, 'seconds': 19}",2,100,0,"{'minutes': 7, 'seconds': 4}","{'minutes': 5, 'seconds': 15}",12,75,TD,True,13,0,19,0,2023,touchdown,True,False,False,True
4015201907,401520190,Florida,SEC,McNeese,Southland,7,True,2,26,74,"{'minutes': 4, 'seconds': 27}",2,100,0,"{'minutes': 0, 'seconds': 34}","{'minutes': 3, 'seconds': 53}",10,74,TD,True,19,0,26,0,2023,touchdown,True,False,False,True
40152019010,401520190,Florida,SEC,McNeese,Southland,10,True,3,29,71,"{'minutes': 13, 'seconds': 24}",3,100,0,"{'minutes': 9, 'seconds': 27}","{'minutes': 3, 'seconds': 57}",7,71,TD,True,26,0,33,0,2023,touchdown,True,False,False,True
40152019012,401520190,Florida,SEC,McNeese,Southland,12,True,3,16,84,"{'minutes': 6, 'seconds': 26}",3,100,0,"{'minutes': 3, 'seconds': 45}","{'minutes': 2, 'seconds': 41}",5,84,TD,True,34,0,40,0,2023,touchdown,True,False,False,True
40152019014,401520190,Florida,SEC,McNeese,Southland,14,True,3,38,62,"{'minutes': 2, 'seconds': 54}",4,100,0,"{'minutes': 13, 'seconds': 0}","{'minutes': 4, 'seconds': 54}",9,62,TD,True,42,0,49,0,2023,touchdown,True,False,False,True
40152019016,401520190,Florida,SEC,McNeese,Southland,16,False,4,17,83,"{'minutes': 10, 'seconds': 31}",4,21,79,"{'minutes': 9, 'seconds': 6}","{'minutes': 1, 'seconds': 25}",3,4,PUNT,True,49,0,49,0,2023,punt,False,True,False,False
40152019018,401520190,Florida,SEC,McNeese,Southland,18,False,4,1,99,"{'minutes': 4, 'seconds': 44}",4,8,92,"{'minutes': 2, 'seconds': 33}","{'minutes': 2, 'seconds': 11}",4,7,FUMBLE,True,49,0,49,0,2023,turnover,False,True,False,False
40152019020,401520190,Florida,SEC,McNeese,Southland,20,False,4,35,65,"{'minutes': 2, 'seconds': 16}",4,57,43,"{'minutes': 0, 'seconds': 0}","{'minutes': 2, 'seconds': 16}",4,22,END OF GAME,True,49,7,49,7,2023,end_of_half,False,False,False,False
4015202241,401520224,Florida,SEC,Tennessee,SEC,1,False,1,25,75,"{'minutes': 15, 'seconds': 0}",1,71,29,"{'minutes': 7, 'seconds': 34}","{'minutes': 7, 'seconds': 26}",14,46,MISSED FG,True,0,0,0,0,2023,field_goal,True,False,False,True
4015202243,401520224,Florida,SEC,Tennessee,SEC,3,True,1,25,75,"{'minutes': 5, 'seconds': 33}",1,100,0,"{'minutes': 4, 'seconds': 10}","{'minutes': 1, 'seconds': 23}",4,75,TD,True,0,7,6,7,2023,touchdown,True,False,False,True
4015202245,401520224,Florida,SEC,Tennessee,SEC,5,True,1,18,82,"{'minutes': 1, 'seconds': 56}",2,100,0,"{'minutes': 9, 'seconds': 28}","{'minutes': 7, 'seconds': 28}",14,82,TD,True,6,7,12,7,2023,touchdown,True,False,False,True
4015202247,401520224,Florida,SEC,Tennessee,SEC,7,True,2,91,9,"{'minutes': 8, 'seconds': 52}",2,100,0,"{'minutes': 7, 'seconds': 20}","{'minutes': 1, 'seconds': 32}",3,9,TD,True,12,7,19,7,2023,touchdown,True,False,True,False
4015202249,401520224,Florida,SEC,Tennessee,SEC,9,True,2,45,55,"{'minutes': 5, 'seconds': 52}",2,100,0,"{'minutes': 2, 'seconds': 22}","{'minutes': 3, 'seconds': 30}",7,55,TD,True,19,7,26,7,2023,touchdown,True,False,False,True
40152022411,401520224,Florida,SEC,Tennessee,SEC,11,False,2,10,90,"{'minutes': 0, 'seconds': 27}",2,9,91,"{'minutes': 0, 'seconds': 0}","{'minutes': 0, 'seconds': 27}",1,-1,END OF HALF,True,26,7,26,7,2023,end_of_half,False,False,False,False
40152022413,401520224,Florida,SEC,Tennessee,SEC,13,False,3,25,75,"{'minutes': 9, 'seconds': 31}",3,33,67,"{'minutes': 7, 'seconds': 53}","{'minutes': 1, 'seconds': 38}",3,8,PUNT,True,26,10,26,10,2023,punt,False,True,False,False
40152022415,401520224,Florida,SEC,Tennessee,SEC,15,False,3,19,81,"{'minutes': 5, 'seconds': 22}",3,25,75,"{'minutes': 3, 'seconds': 52}","{'minutes': 1, 'seconds': 30}",3,6,PUNT,True,26,10,26,10,2023,punt,False,True,False,False
40152022417,401520224,Florida,SEC,Tennessee,SEC,17,True,3,44,56,"{'minutes': 0, 'seconds': 0}",4,90,10,"{'minutes': 9, 'seconds': 55}","{'minutes': 5, 'seconds': 5}",9,46,FG,True,26,10,29,10,2023,field_goal,True,False,False,True
40152022419,401520224,Florida,SEC,Tennessee,SEC,19,False,4,25,75,"{'minutes': 8, 'seconds': 41}",4,43,57,"{'minutes': 3, 'seconds': 49}","{'minutes': 4, 'seconds': 52}",6,18,PUNT,True,29,16,29,16,2023,punt,False,True,False,False
40152022421,401520224,Florida,SEC,Tennessee,SEC,21,False,4,25,75,"{'minutes': 2, 'seconds': 31}",4,38,62,"{'minutes': 0, 'seconds': 4}","{'minutes': 2, 'seconds': 27}",5,5,DOWNS,True,29,16,29,16,2023,turnover_downs,False,True,False,False
4015202512,401520251,Florida,SEC,Charlotte,American Athletic,2,True,1,5,95,"{'minutes': 12, 'seconds': 53}",1,100,0,"{'minutes': 8, 'seconds': 26}","{'minutes': 4, 'seconds': 27}",9,95,TD,True,0,0,7,0,2023,touchdown,True,False,False,True
4015202514,401520251,Florida,SEC,Charlotte,American Athletic,4,True,1,25,75,"{'minutes': 7, 'seconds': 37}",1,92,8,"{'minutes': 4, 'seconds': 12}","{'minutes': 3, 'seconds': 25}",7,67,FG,True,7,0,10,0,2023,field_goal,True,False,False,True
4015202516,401520251,Florida,SEC,Charlotte,American Athletic,6,True,1,4,96,"{'minutes': 2, 'seconds': 17}",2,95,5,"{'minutes': 12, 'seconds': 50}","{'minutes': 4, 'seconds': 27}",10,91,FG,True,10,0,13,0,2023,field_goal,True,False,False,True
4015202518,401520251,Florida,SEC,Charlotte,American Athletic,8,True,2,67,33,"{'minutes': 11, 'seconds': 10}",2,64,36,"{'minutes': 8, 'seconds': 21}","{'minutes': 2, 'seconds': 49}",4,-3,FG,True,13,0,16,0,2023,field_goal,True,False,False,False
40152025110,401520251,Florida,SEC,Charlotte,American Athletic,10,False,2,35,65,"{'minutes': 2, 'seconds': 30}",2,34,66,"{'minutes': 1, 'seconds': 3}","{'minutes': 1, 'seconds': 27}",3,-1,PUNT,True,16,7,16,7,2023,punt,False,True,False,False
40152025112,401520251,Florida,SEC,Charlotte,American Athletic,12,False,3,27,73,"{'minutes': 14, 'seconds': 51}",3,32,68,"{'minutes': 13, 'seconds': 52}","{'minutes': 0, 'seconds': 59}",3,5,FUMBLE,True,16,7,16,7,2023,turnover,False,True,False,False
40152025114,401520251,Florida,SEC,Charlotte,American Athletic,14,True,3,37,63,"{'minutes': 11, 'seconds': 39}",3,83,17,"{'minutes': 7, 'seconds': 27}","{'minutes': 4, 'seconds': 12}",9,46,FG,True,16,7,19,7,2023,field_goal,True,False,False,True
40152025116,401520251,Florida,SEC,Charlotte,American Athletic,16,False,3,17,83,"{'minutes': 4, 'seconds': 4}",3,62,38,"{'minutes': 0, 'seconds': 13}","{'minutes': 3, 'seconds': 51}",7,45,DOWNS,True,19,7,19,7,2023,turnover_downs,False,True,False,False
40152025118,401520251,Florida,SEC,Charlotte,American Athletic,18,False,4,20,80,"{'minutes': 9, 'seconds': 46}",4,44,56,"{'minutes': 6, 'seconds': 34}","{'minutes': 3, 'seconds': 12}",5,24,PUNT,True,19,7,19,7,2023,punt,False,True,False,False
40152025120,401520251,Florida,SEC,Charlotte,American Athletic,20,True,4,60,40,"{'minutes': 4, 'seconds': 11}",4,94,6,"{'minutes': 2, 'seconds': 28}","{'minutes': 1, 'seconds': 43}",5,34,FG,True,19,7,22,7,2023,field_goal,True,False,False,False
40152025122,401520251,Florida,SEC,Charlotte,American Athletic,22,False,4,35,65,"{'minutes': 0, 'seconds': 54}",4,33,67,"{'minutes': 0, 'seconds': 0}","{'minutes': 0, 'seconds': 54}",2,-2,END OF GAME,True,22,7,22,7,2023,end_of_half,False,False,False,False
4015202821,401520282,Florida,SEC,Kentucky,SEC,1,False,1,75,75,"{'minutes': 15, 'seconds': 0}",1,78,78,"{'minutes': 12, 'seconds': 15}","{'minutes': 2, 'seconds': 45}",4,-3,PUNT,False,0,0,0,0,2023,punt,False,True,False,False
4015202823,401520282,Florida,SEC,Kentucky,SEC,3,False,1,75,75,"{'minutes': 7, 'seconds': 13}",1,70,70,"{'minutes': 6, 'seconds': 17}","{'minutes': 0, 'seconds': 56}",3,5,INT,False,0,3,0,3,2023,other,False,False,False,False
