gameId,driveId,id,driveNumber,playNumber,offense,offenseConference,offenseScore,defense,defenseConference,defenseScore,home,away,period,clock,offenseTimeouts,defenseTimeouts,yardline,yardsToGoal,down,distance,yardsGained,scoring,playType,playText,ppa,wallclock,season,decision
401403857,40140385717,401403857104987402,17,17,Florida,SEC,29,Utah,Pac-12,26,Florida,Utah,4,"{'minutes': 1, 'seconds': 25}",2.0,2.0,99,1,2,1,1,True,Rushing Touchdown,"Anthony Richardson run for 1 yd for a TD, (Adam Mihalek KICK)",1.900352237473006,2022-09-04T02:10:36.000Z,2022,go
401403857,40140385717,401403857104984801,17,12,Florida,SEC,22,Utah,Pac-12,26,Florida,Utah,4,"{'minutes': 1, 'seconds': 51}",2.0,3.0,74,26,4,2,9,False,Rush,Anthony Richardson run for 9 yds to the Utah 17 for a 1ST down,1.2531871535220434,2022-09-04T02:09:14.000Z,2022,go
401403857,40140385717,401403857104985501,17,13,Florida,SEC,22,Utah,Pac-12,26,Florida,Utah,4,"{'minutes': 1, 'seconds': 44}",2.0,3.0,83,17,1,10,4,False,Rush,Anthony Richardson run for 4 yds to the Utah 13,-0.0217352641607655,2022-09-04T02:09:54.000Z,2022,go
401403857,40140385717,401403857104938601,17,2,Florida,SEC,22,Utah,Pac-12,26,Florida,Utah,4,"{'minutes': 6, 'seconds': 13}",3.0,3.0,25,75,1,10,2,False,Rush,Nay'Quan Wright run for 2 yds to the Fla 27,-0.4526036793220376,2022-09-04T02:00:27.000Z,2022,go
401403857,40140385717,401403857104956101,17,5,Florida,SEC,22,Utah,Pac-12,26,Florida,Utah,4,"{'minutes': 4, 'seconds': 38}",3.0,3.0,36,64,1,10,2,False,Rush,Nay'Quan Wright run for 2 yds to the Fla 38,-0.6439997383019928,2022-09-04T02:02:06.000Z,2022,go
401403857,40140385717,401403857104954201,17,4,Florida,SEC,22,Utah,Pac-12,26,Florida,Utah,4,"{'minutes': 4, 'seconds': 57}",3.0,3.0,31,69,3,4,5,False,Pass Reception,Anthony Richardson pass complete to Xzavier Henderson for 5 yds to the Fla 36 for a 1ST down,1.4652947955017677,2022-09-04T02:01:33.000Z,2022,go
401403857,40140385717,401403857104964801,17,7,Florida,SEC,22,Utah,Pac-12,26,Florida,Utah,4,"{'minutes': 3, 'seconds': 51}",3.0,3.0,45,55,3,1,21,False,Fumble Recovery (Own),"Trevor Etienne run for 21 yds to the Utah 34 Trevor Etienne fumbled, forced by R.J. Hubert, recovered by Fla Trevor Etienne for a 1ST down",2.2647543651322923,2022-09-04T02:02:59.000Z,2022,other
401403857,40140385718,401403857104987404,18,1,Florida,SEC,29,Utah,Pac-12,26,Florida,Utah,4,"{'minutes': 1, 'seconds': 25}",2.0,2.0,35,65,2,8,0,False,Kickoff,Adam Mihalek kickoff for 65 yds for a touchback,,2022-09-04T02:10:36.000Z,2022,other
401403857,40140385719,401403857104999902,19,2,Florida,SEC,29,Utah,Pac-12,26,Florida,Utah,4,"{'minutes': 0, 'seconds': 0}",1.0,0.0,20,80,0,10,0,False,End of Game,End of 4th Quarter,,2022-09-04T02:29:25.000Z,2022,other
401403857,40140385719,401403857104999901,19,1,Florida,SEC,29,Utah,Pac-12,26,Florida,Utah,4,"{'minutes': 0, 'seconds': 0}",1.0,0.0,20,80,1,10,-2,False,Rush,TEAM run for a loss of 2 yards to the Fla 18,-0.6979456564143147,2022-09-04T02:29:25.000Z,2022,go
401403871,4014038711,401403871101864101,1,5,Florida,SEC,0,Kentucky,SEC,0,Florida,Kentucky,1,"{'minutes': 13, 'seconds': 58}",3.0,3.0,36,64,2,10,0,False,Pass Incompletion,Anthony Richardson pass incomplete,-0.6310378338259923,2022-09-10T23:08:20.000Z,2022,go
401403871,4014038711,401403871101864701,1,6,Florida,SEC,0,Kentucky,SEC,0,Florida,Kentucky,1,"{'minutes': 13, 'seconds': 52}",3.0,3.0,36,64,3,10,0,False,Pass Incompletion,Anthony Richardson pass incomplete to Justin Shorter,-0.3222119981442732,2022-09-10T23:09:07.000Z,2022,go
401403871,4014038711,401403871101859601,1,4,Florida,SEC,0,Kentucky,SEC,0,Florida,Kentucky,1,"{'minutes': 14, 'seconds': 3}",3.0,3.0,36,64,1,10,0,False,Pass Incompletion,Anthony Richardson pass incomplete to Xzavier Henderson,-1.041155320344064,2022-09-10T23:07:47.000Z,2022,go
401403871,4014038711,401403871101855301,1,2,Florida,SEC,0,Kentucky,SEC,0,Florida,Kentucky,1,"{'minutes': 14, 'seconds': 46}",3.0,3.0,18,82,1,10,2,False,Rush,Nay'Quan Wright run for 2 yds to the Fla 20,-0.3300044670451081,2022-09-10T23:06:54.000Z,2022,go
